title,authors,summary,published,updated,link,pdf_url,categories
Generalized fractional Ornstein-Uhlenbeck processes,"Kotaro Endo, Muneya Matsui","We introduce an extended version of the fractional Ornstein-Uhlenbeck (FOU) process where the integrand is replaced by the exponential of an independent L\'evy process. We call the process the generalized fractional Ornstein-Uhlenbeck (GFOU) process. Alternatively, the process can be constructed from a generalized Ornstein-Uhlenbeck (GOU) process using an independent fractional Brownian motion (FBM) as integrator. We show that the GFOU process is well-defined by checking the existence of the integral included in the process, and investigate its properties. It is proved that the process has a stationary version and exhibits long memory. We also find that the process satisfies a certain stochastic differential equation. Our underlying intention is to introduce long memory into the GOU process which has short memory without losing the possibility of jumps. Note that both FOU and GOU processes have found application in a variety of fields as useful alternatives to the Ornstein-Uhlenbeck (OU) process.",2008-07-14T08:26:38Z,2008-07-14T08:26:38Z,http://arxiv.org/abs/0807.2110v1,http://arxiv.org/pdf/0807.2110v1,"math.PR, math.ST, stat.TH, 60G10; 60G20; 60H10"
Lévy models amenable to efficient calculations,"Svetlana Boyarchenko, Sergei Levendorskiĭ","In our previous publications (IJTAF 2019, Math. Finance 2020), we introduced a general class of SINH-regular processes and demonstrated that efficient numerical methods for the evaluation of the Wiener-Hopf factors and various probability distributions (prices of options of several types) in L\'evy models can be developed using only a few general properties of the characteristic exponent $\psi$. Essentially all popular L\'evy processes enjoy these properties. In the present paper, we define classes of Stieltjes-L\'evy processes (SL-processes) as processes with completely monotone L\'evy densities of positive and negative jumps, and signed Stieltjes-L\'evy processes (sSL-processes) as processes with densities representable as differences of completely monotone densities. We demonstrate that 1) all crucial properties of $\psi$ are consequences of the representation $\psi(\xi)=(a^+_2\xi^2-ia^+_1\xi)ST(\cG_+)(-i\xi)+(a^-_2\xi^2+ia^-_1\xi)ST(\cG_-)(i\xi)+(\sg^2/2)\xi^2-i\mu\xi$, where $ST(\cG)$ is the Stieltjes transform of the (signed) Stieltjes measure $\cG$ and $a^\pm_j\ge 0$; 2) essentially all popular processes other than Merton's model and Meixner processes areSL-processes; 3) Meixner processes are sSL-processes; 4) under a natural symmetry condition, essentially all popular classes of L\'evy processes are SL- or sSL-subordinated Brownian motion.",2022-07-05T23:29:04Z,2022-07-05T23:29:04Z,http://arxiv.org/abs/2207.02359v1,http://arxiv.org/pdf/2207.02359v1,"math.PR, q-fin.CP, q-fin.MF, 6051, 60G52, 60-08, 65C05, 91G20"
Functional Limit Theorems for Hawkes Processes,"Ulrich Horst, Wei Xu","We prove that the long-run behavior of Hawkes processes is fully determined by the average number and the dispersion of child events. For subcritical processes we provide FLLNs and FCLTs under minimal conditions on the kernel of the process with the precise form of the limit theorems depending strongly on the dispersion of child events. For a critical Hawkes process with weakly dispersed child events, functional central limit theorems do not hold. Instead, we prove that the rescaled intensity processes and rescaled Hawkes processes behave like CIR-processes without mean-reversion, respectively integrated CIR-processes. We provide the rate of convergence by establishing an upper bound on the Wasserstein distance between the distributions of rescaled Hawkes process and the corresponding limit process. By contrast, critical Hawkes process with heavily dispersed child events share many properties of subcritical ones. In particular, functional limit theorems hold. However, unlike subcritical processes critical ones with heavily dispersed child events display long-range dependencies.",2024-01-21T13:59:13Z,2024-12-29T14:54:25Z,http://arxiv.org/abs/2401.11495v3,http://arxiv.org/pdf/2401.11495v3,"math.PR, math.ST, q-fin.MF, stat.TH, Primary 60F17, 60G55, secondary 60J80"
Exact finite approximations of average-cost countable Markov Decision   Processes,"Arie Leizarowitz, Adam Shwartz","For a countable-state Markov decision process we introduce an embedding which produces a finite-state Markov decision process. The finite-state embedded process has the same optimal cost, and moreover, it has the same dynamics as the original process when restricting to the approximating set. The embedded process can be used as an approximation which, being finite, is more convenient for computation and implementation.",2007-11-14T12:45:11Z,2007-11-14T12:45:11Z,http://arxiv.org/abs/0711.2185v1,http://arxiv.org/pdf/0711.2185v1,"math.PR, math.OC, 90c40"
Random Processes with Stationary Increments and Intrinsic Random   Functions on the Real Line,"Jongwook Kim, Chunfeng Huang","Random processes with stationary increments and intrinsic random processes are two concepts commonly used to deal with non-stationary random processes. They are broader classes than stationary random processes and conceptually closely related to each other. This paper illustrates the relationship between these two concepts of stochastic processes and shows that, under certain conditions, they are equivalent on the real line.",2025-01-26T21:43:29Z,2025-01-26T21:43:29Z,http://arxiv.org/abs/2501.15680v1,http://arxiv.org/pdf/2501.15680v1,"math.PR, math.ST, stat.TH"
"Hybrid marked point processes: characterisation, existence and   uniqueness","Maxime Morariu-Patrichi, Mikko S. Pakkanen","We introduce a class of hybrid marked point processes, which encompasses and extends continuous-time Markov chains and Hawkes processes. While this flexible class amalgamates such existing processes, it also contains novel processes with complex dynamics. These processes are defined implicitly via their intensity and are endowed with a state process that interacts with past-dependent events. The key example we entertain is an extension of a Hawkes process, a state-dependent Hawkes process interacting with its state process. We show the existence and uniqueness of hybrid marked point processes under general assumptions, extending the results of Massouli\'e (1998) on interacting point processes.",2017-07-21T16:43:44Z,2018-10-15T14:44:48Z,http://arxiv.org/abs/1707.06970v6,http://arxiv.org/pdf/1707.06970v6,"math.PR, q-fin.TR, 60G55, 60H20, 60K35, 91G99"
A Technique for Determining Relevance Scores of Process Activities using   Graph-based Neural Networks,"Matthias Stierle, Sven Weinzierl, Maximilian Harl, Martin Matzner","Process models generated through process mining depict the as-is state of a process. Through annotations with metrics such as the frequency or duration of activities, these models provide generic information to the process analyst. To improve business processes with respect to performance measures, process analysts require further guidance from the process model. In this study, we design Graph Relevance Miner (GRM), a technique based on graph neural networks, to determine the relevance scores for process activities with respect to performance measures. Annotating process models with such relevance scores facilitates a problem-focused analysis of the business process, placing these problems at the centre of the analysis. We quantitatively evaluate the predictive quality of our technique using four datasets from different domains, to demonstrate the faithfulness of the relevance scores. Furthermore, we present the results of a case study, which highlight the utility of the technique for organisations. Our work has important implications both for research and business applications, because process model-based analyses feature shortcomings that need to be urgently addressed to realise successful process mining at an enterprise level.",2020-08-07T12:15:30Z,2021-02-03T08:57:52Z,http://arxiv.org/abs/2008.03110v2,http://arxiv.org/pdf/2008.03110v2,"cs.LG, cs.AI, stat.ML"
Fractional Poisson Processes of Order k and Beyond,"Neha Gupta, Arun Kumar","In this article, we introduce fractional Poisson felds of order k in n-dimensional Euclidean space $R_n^+$. We also work on time-fractional Poisson process of order k, space-fractional Poisson process of order k and tempered version of time-space fractional Poisson process of order k in one dimensional Euclidean space $R_1^+$. These processes are defined in terms of fractional compound Poisson processes. Time-fractional Poisson process of order k naturally generalizes the Poisson process and Poisson process of order k to a heavy tailed waiting times counting process. The space-fractional Poisson process of order k, allows on average infinite number of arrivals in any interval. We derive the marginal probabilities, governing difference-differential equations of the introduced processes. We also provide Watanabe martingale characterization for some time-changed Poisson processes.",2020-08-13T17:22:46Z,2021-03-11T10:58:12Z,http://arxiv.org/abs/2008.06022v3,http://arxiv.org/pdf/2008.06022v3,"math.PR, math.ST, stat.TH"
Renewal and Regenerative Processes: short review,Carlos Martinez-Rodriguez,"This document presents a compilation of results related to the theory of stochastic processes, with a specific focus on Markov processes, regenerative processes, renewal processes, and stationary processes. The relevance of these topics lies in the ability to identify regeneration points and the necessary conditions to ensure the stationarity of the process. The study begins with a review of Markov chains and continues with the analysis of processes that satisfy the strong Markov property. Subsequently, it delves into renewal processes, regenerative processes, and finally, stationary regenerative processes, highlighting the results presented by Thorisson [22]. This work is not intended to be exhaustive but aims to provide a solid foundation for further deepening the knowledge of these processes, given their broad range of applications in cryptography [16], queueing theory [15], and Monte Carlo methods [23]. Additionally, the importance of Poisson-type processes is emphasized due to their numerous applications (see [8]).",2024-08-02T05:12:50Z,2024-08-02T05:12:50Z,http://arxiv.org/abs/2408.01012v1,http://arxiv.org/pdf/2408.01012v1,"math.PR, 60J10, 60K05, 60K20, 60G10, 90B22, G.3"
Ruin Probabilities for Risk Processes with Non-Stationary Arrivals and   Subexponential Claims,Lingjiong Zhu,"In this paper, we obtain the finite-horizon and infinite-horizon ruin probability asymptotics for risk processes with claims of subexponential tails for non-stationary arrival processes that satisfy a large deviation principle. As a result, the arrival process can be dependent, non-stationary and non-renewal. We give three examples of non-stationary and non-renewal point processes: Hawkes process, Cox process with shot noise intensity and self-correcting point process. We also show some aggregate claims results for these three examples.",2013-04-06T21:56:33Z,2014-10-14T22:35:11Z,http://arxiv.org/abs/1304.1940v3,http://arxiv.org/pdf/1304.1940v3,"q-fin.RM, math.PR, 91B30, 60G55, 60F10"
Dirac Processes and Default Risk,"Chris Kenyon, Andrew Green","We introduce Dirac processes, using Dirac delta functions, for short-rate-type pricing of financial derivatives. Dirac processes add spikes to the existing building blocks of diffusions and jumps. Dirac processes are Generalized Processes, which have not been used directly before because the dollar value of non-Real numbers is meaningless. However, short-rate pricing is based on integrals so Dirac processes are natural. This integration directly implies that jumps are redundant whilst Dirac processes expand expressivity of short-rate approaches. Practically, we demonstrate that Dirac processes enable high implied volatility for CDS swaptions that has been otherwise problematic in hazard rate setups.",2015-04-17T17:17:50Z,2015-04-17T17:17:50Z,http://arxiv.org/abs/1504.04581v1,http://arxiv.org/pdf/1504.04581v1,"q-fin.PR, q-fin.CP, q-fin.MF, 91G20, 91G30, 91G40, 91G60, 91G80, 60J99, 60K99, J.1; I.6.5"
On positively divisible non-Markovian processes,"Bilal Canturk, Heinz-Peter Breuer","There are some positively divisible non-Markovian processes whose transition matrices satisfy the Chapman-Kolmogorov equation. These processes should also satisfy the Kolmogorov consistency conditions, an essential requirement for a process to be classified as a stochastic process. Combining the Kolmogorov consistency conditions with the Chapman-Kolmogorov equation, we derive a necessary condition for positively divisible stochastic processes on a finite sample space. This necessary condition enables a systematic approach to the manipulation of certain Markov processes in order to obtain a positively divisible non-Markovian process. We illustrate this idea by an example and, in addition, analyze a classic example given by Feller in the light of our approach.",2024-01-23T12:33:56Z,2024-01-23T12:33:56Z,http://arxiv.org/abs/2401.12715v1,http://arxiv.org/pdf/2401.12715v1,"math.PR, math-ph, math.MP"
On diffusion approximation with discontinuous coefficients,"N. V. Krylov, R. Liptser",Convergence of stochastic processes with jumps to diffusion processes is investigated in the case when the limit process has discontinuous coefficients.   An example is given in which the diffusion approximation of a queueing model yields a diffusion process with discontinuous diffusion and drift coefficients.,2002-04-24T09:26:39Z,2002-04-24T09:26:39Z,http://arxiv.org/abs/math/0204289v1,http://arxiv.org/pdf/math/0204289v1,"math.PR, math.SG, 60B10; 60K25}"
Differential Equations for Dyson Processes,"Craig A. Tracy, Harold Widom","We call ""Dyson process"" any process on ensembles of matrices in which the entries undergo diffusion. We are interested in the distribution of the eigenvalues (or singular values) of such matrices. In the original Dyson process it was the ensemble of n by n Hermitian matrices, and the eigenvalues describe n curves. Given sets X_1,...,X_m the probability that for each k no curve passes through X_k at time \tau_k is given by the Fredholm determinant of a certain matrix kernel, the extended Hermite kernel. For this reason we call this Dyson process the Hermite process. Similarly, when the entries of a complex matrix undergo diffusion we call the evolution of its singular values the Laguerre process, for which there is a corresponding extended Laguerre kernel. Scaling the Hermite process at the edge leads to the Airy process and in the bulk to the sine process; scaling the Laguerre process at the edge leads to the Bessel process. Generalizing and strengthening earlier work, we assume that each X_k is a finite union of intervals and find for the Airy process a system of partial differential equations, with the end-points of the intervals of the X_k as independent variables, whose solution determines the probability that for each k no curve passes through X_k at time \tau_k. Then we find the analogous systems for the Hermite process (which is more complicated) and also for the sine process. Finally we find an analogous system of PDEs for the Bessel process, which is the most difficult.",2003-09-04T21:04:33Z,2004-06-01T15:21:36Z,http://arxiv.org/abs/math/0309082v3,http://arxiv.org/pdf/math/0309082v3,"math.PR, math-ph, math.MP"
Removing Operational Friction Using Process Mining: Challenges Provided   by the Internet of Production (IoP),"Wil van der Aalst, Tobias Brockhoff, Anahita Farhang Ghahfarokhi, Mahsa Pourbafrani, Merih Seran Uysal, Sebastiaan van Zelst","Operational processes in production, logistics, material handling, maintenance, etc., are supported by cyber-physical systems combining hardware and software components. As a result, the digital and the physical world are closely aligned, and it is possible to track operational processes in detail (e.g., using sensors). The abundance of event data generated by today's operational processes provides opportunities and challenges for process mining techniques supporting process discovery, performance analysis, and conformance checking. Using existing process mining tools, it is already possible to automatically discover process models and uncover performance and compliance problems. In the DFG-funded Cluster of Excellence ""Internet of Production"" (IoP), process mining is used to create ""digital shadows"" to improve a wide variety of operational processes. However, operational processes are dynamic, distributed, and complex. Driven by the challenges identified in the IoP cluster, we work on novel techniques for comparative process mining (comparing process variants for different products at different locations at different times), object-centric process mining (to handle processes involving different types of objects that interact), and forward-looking process mining (to explore ""What if?"" questions). By addressing these challenges, we aim to develop valuable ""digital shadows"" that can be used to remove operational friction.",2021-07-27T20:04:25Z,2021-07-27T20:04:25Z,http://arxiv.org/abs/2107.13066v1,http://arxiv.org/pdf/2107.13066v1,"cs.DB, cs.LG, D.4.1; D.2.2; D.2.12; H.2"
Geo-Enabled Business Process Modeling,"Behshid Behkamal, Asef Pourmasoumi, Mehdi Akbarian Rastaghi, Mohsen Kahani, Hamid Reza Motahari-Nezhad, Mohammad Allahbakhsh, Issa Najafi","Recent advancements in location-aware analytics have created novel opportunities in different domains. In the area of process mining, enriching process models with geolocation helps to gain a better understanding of how the process activities are executed in practice. In this paper, we introduce our idea of geo-enabled process modeling and report on our industrial experience. To this end, we present a real-world case study to describe the importance of considering the location in process mining. Then we discuss the shortcomings of currently available process mining tools and propose our novel approach for modeling geo-enabled processes focusing on 1) increasing process interpretability through geo-visualization, 2) incorporating location-related metadata into process analysis, and 3) using location-based measures for the assessment of process performance. Finally, we conclude the paper by future research directions.",2022-04-17T18:41:08Z,2022-04-17T18:41:08Z,http://arxiv.org/abs/2204.08063v1,http://arxiv.org/pdf/2204.08063v1,"cs.SE, cs.DB, H.4.1; H.2.1"
"Multiclass processes, dual points and M/M/1 queues","Pablo A. Ferrari, James B. Martin","We consider the discrete Hammersley-Aldous-Diaconis process (HAD) and the totally asymmetric simple exclusion process (TASEP) in Z. The basic coupling induces a multiclass process which is useful in discussing shock measures and other important properties of the processes. The invariant measures of the multiclass systems are the same for both processes, and can be constructed as the law of the output process of a system of multiclass queues in tandem; the arrival and service processes of the queueing system are a collection of independent Bernoulli product measures. The proof of invariance involves a new coupling between stationary versions of the processes called a multi-line process; this process has a collection of independent Bernoulli product measures as an invariant measure. Some of these results have appeared elsewhere and this paper is partly a review, with some proofs given only in outline. However we emphasize a new approach via dual points: when the graphical construction is used to construct a trajectory of the TASEP or HAD process as a function of a Poisson process in ZxR, the dual points are those which govern the time-reversal of the trajectory. Each line of the multi-line process is governed by the dual points of the line below. We also mention some other processes whose multiclass versions have the same invariant measures, and we note an extension of Burke's theorem to multiclass queues which follows from the results.",2005-09-20T19:06:12Z,2005-09-20T19:06:12Z,http://arxiv.org/abs/math-ph/0509045v1,http://arxiv.org/pdf/math-ph/0509045v1,"math-ph, math.MP, math.PR"
The impulse cutoff an entropy functional measure on trajectories of   Markov diffusion process integrating in information path functional,Vladimir S. Lerner,"The impulses, cutting entropy functional (EF) measure on trajectories Markov diffusion process, integrate information path functional (IPF) composing discrete information Bits extracted from observing random process. Each cut brings memory of the cutting entropy, which provides both reduction of the process entropy and discrete unit of the cutting entropy a Bit. Consequently, information is memorized entropy cutting in random observations which process interactions. The origin of information associates with anatomy creation of impulse enables both cut entropy and stipulate random process generating information under the cut. Memory of the impulse cutting time interval freezes the observing events dynamics in information processes. Diffusion process additive functional defines EF reducing it to a regular integral functional. Compared to Shannon entropy measure of random state, cutting process on separated states decreases quantity information concealed in the states correlation holding hidden process information. Infinite dimensional process cutoffs integrate finite information in IPF whose information approaches EF restricting process maximal information. Within the impulse reversible microprocess, conjugated entropy increments are entangling up to the cutoff converting entropy in irreversible information. Extracting maximum of minimal impulse information and transferring minimal entropy between impulses implement maxmin-minimax principle of optimal conversion process entropy to information. Macroprocess extremals integrate entropy of microprocess and cutoff information of impulses in the IPF information physical process. IPF measures Feller kernel information. Estimation extracting information confirms nonadditivity of EF measured process increments.",2012-04-24T23:29:09Z,2016-02-01T19:49:29Z,http://arxiv.org/abs/1204.5513v5,http://arxiv.org/pdf/1204.5513v5,"nlin.AO, cs.IT, math.IT, math.OC, math.PR, 58J65, 60J65, 93B52, 93E02, 93E15, 93E30, H.1.1"
Lévy processes with marked jumps II : Application to a population   model with mutations at birth,Cécile Delaporte,"Consider a population where individuals give birth at constant rate during their lifetimes to i.i.d. copies of themselves. Individuals bear clonally inherited types, but (neutral) mutations may happen at the birth events. The smallest subtree containing the genealogy of all the extant individuals at a fixed time \tau, is called the coalescent point process. We enrich this process with the history of the mutations that appeared over time, and call it the marked coalescent point process. With the help of limit theorems for L\'evy processes with marked jumps established in a previous work (arXiv:1305.6245), we prove the convergence of the marked coalescent point process with large population size and two possible regimes for the mutations - one of them being a classical rare mutation regime, towards a multivariate Poisson point process. This Poisson point process can be described as the coalescent point process of the limiting population at \tau, with mutations arising as inhomogeneous regenerative sets along the lineages. Its intensity measure is further characterized thanks to the excursion theory for spectrally positive L\'evy processes. In the rare mutations asymptotic, mutations arise as the image of a Poisson process by the ladder height process of a L\'evy process with infinite variation, and in the particular case of the critical branching process with exponential lifetimes, the limiting object is the Poisson point process of the depths of excursions of the Brownian motion, with Poissonian mutations on the lineages.",2013-05-28T13:51:11Z,2013-05-28T13:51:11Z,http://arxiv.org/abs/1305.6491v1,http://arxiv.org/pdf/1305.6491v1,"math.PR, q-bio.PE, 60J85, 60F17 (Primary) 92D25, 60G55, 60G51, 60J55 (Secondary)"
Student-t Processes as Alternatives to Gaussian Processes,"Amar Shah, Andrew Gordon Wilson, Zoubin Ghahramani","We investigate the Student-t process as an alternative to the Gaussian process as a nonparametric prior over functions. We derive closed form expressions for the marginal likelihood and predictive distribution of a Student-t process, by integrating away an inverse Wishart process prior over the covariance kernel of a Gaussian process model. We show surprising equivalences between different hierarchical Gaussian process models leading to Student-t processes, and derive a new sampling scheme for the inverse Wishart process, which helps elucidate these equivalences. Overall, we show that a Student-t process can retain the attractive properties of a Gaussian process -- a nonparametric representation, analytic marginal and predictive distributions, and easy model selection through covariance kernels -- but has enhanced flexibility, and predictive covariances that, unlike a Gaussian process, explicitly depend on the values of training observations. We verify empirically that a Student-t process is especially useful in situations where there are changes in covariance structure, or in applications like Bayesian optimization, where accurate predictive covariances are critical for good performance. These advantages come at no additional computational cost over Gaussian processes.",2014-02-18T11:47:38Z,2014-02-19T10:49:16Z,http://arxiv.org/abs/1402.4306v2,http://arxiv.org/pdf/1402.4306v2,"stat.ML, cs.AI, cs.LG, stat.ME"
"The continuum-of-urns scheme, generalized beta and Indian buffet   processes, and hierarchies thereof",Daniel M. Roy,"We describe the combinatorial stochastic process underlying a sequence of conditionally independent Bernoulli processes with a shared beta process hazard measure. As shown by Thibaux and Jordan [TJ07], in the special case when the underlying beta process has a constant concentration function and a finite and nonatomic mean, the combinatorial structure is that of the Indian buffet process (IBP) introduced by Griffiths and Ghahramani [GG05]. By reinterpreting the beta process introduced by Hjort [Hjo90] as a measurable family of Dirichlet processes, we obtain a simple predictive rule for the general case, which can be thought of as a continuum of Blackwell-MacQueen urn schemes (or equivalently, one-parameter Hoppe urn schemes). The corresponding measurable family of Perman-Pitman-Yor processes leads to a continuum of two-parameter Hoppe urn schemes, whose ordinary component is the three-parameter IBP introduced by Teh and G\""or\""ur [TG09], which exhibits power-law behavior, as further studied by Broderick, Jordan, and Pitman [BJP12]. The idea extends to arbitrary measurable families of exchangeable partition probability functions and gives rise to generalizations of the beta process with matching buffet processes. Finally, in the same way that hierarchies of Dirichlet processes were given Chinese restaurant franchise representations by Teh, Jordan, Beal, and Blei [Teh+06], one can construct representations of sequences of Bernoulli processes directed by hierarchies of beta processes (and their generalizations) using the stochastic process we uncover.",2014-12-31T21:07:33Z,2014-12-31T21:07:33Z,http://arxiv.org/abs/1501.00208v1,http://arxiv.org/pdf/1501.00208v1,"math.PR, math.ST, stat.ML, stat.TH"
