title,authors,summary,published,updated,link,pdf_url,categories
Methods for Analyzing Pathways through a Physics Major,"John M. Aiken, Marcos D. Caballero","Physics Education Research frequently investigates what students studying physics do on small time scales (e.g. single courses, observations within single courses), or post-education time scales (e.g., what jobs do physics majors get?) but there is little research into how students get from the beginning to the end of a physics degree. Our work attempts to visualize students paths through the physics major, and quantitatively describe the students who take physics courses, receive physics degrees, and change degree paths into and out of the physics program at Michigan State University.",2016-06-23T02:53:15Z,2016-06-23T02:53:15Z,http://arxiv.org/abs/1606.07170v1,http://arxiv.org/pdf/1606.07170v1,physics.ed-ph
Topologization of electron liquids with Chern-Simons theory and quantum   computation,Zhenghan Wang,"We discuss a nexus among quantum topology, quantum physics and quantum computing.",2006-01-13T09:06:10Z,2006-01-13T09:06:10Z,http://arxiv.org/abs/cond-mat/0601285v1,http://arxiv.org/pdf/cond-mat/0601285v1,"cond-mat.mes-hall, math-ph, math.MP"
The Physics of Flavor is the Flavor of Physics,H. Fritzsch,"Summary Talk: International Conference of Flavor Physics (ICFP 2001). Zhang-Jia-Jie. Hunan, China (May / June 2001)",2001-11-06T09:13:08Z,2001-11-06T09:13:08Z,http://arxiv.org/abs/hep-ph/0111051v1,http://arxiv.org/pdf/hep-ph/0111051v1,hep-ph
The role of mathematics in contemporary theoretical physics,G. Muenster,"Talk given at the 6th Philosophy-and-Physics-Workshop ``Epistemological Aspects of the Role of Mathematics in Physical Science'', FEST, Heidelberg, Feb. 1993",1993-05-21T13:11:21Z,1993-05-21T13:11:21Z,http://arxiv.org/abs/hep-th/9305104v1,http://arxiv.org/pdf/hep-th/9305104v1,hep-th
Instantons: topological aspects,Marcos Jardim,Short survey to be published at the Encyclopedia of Mathematical Physics.,2005-09-15T10:56:23Z,2005-09-15T10:56:23Z,http://arxiv.org/abs/math/0509348v1,http://arxiv.org/pdf/math/0509348v1,"math.DG, math-ph, math.MP"
Non-Archimedean Geometry and Physics on Adelic Spaces,Branko Dragovich,"This is a brief review article of various applications of non-Archimedean geometry, p-adic numbers and adeles in modern mathematical physics.",2003-06-09T16:20:59Z,2003-06-09T16:20:59Z,http://arxiv.org/abs/math-ph/0306023v1,http://arxiv.org/pdf/math-ph/0306023v1,"math-ph, math.MP"
Geometric Phases,Péter Lévay,The differential geometric aspects of Geometric Phases are reviewed.,2005-09-28T09:28:15Z,2005-09-28T09:28:15Z,http://arxiv.org/abs/math-ph/0509064v1,http://arxiv.org/pdf/math-ph/0509064v1,"math-ph, math.DG, math.MP, quant-ph, 81Q70"
Vladimir Gribov (BH),Yu. L. Dokshitzer,In memoria of Vladimir Naumovich Gribov,1998-01-20T10:01:17Z,1998-01-20T10:01:17Z,http://arxiv.org/abs/physics/9801025v1,http://arxiv.org/pdf/physics/9801025v1,"physics.hist-ph, cond-mat.supr-con, hep-ph, hep-th, physics.soc-ph"
Quantum Information is physical too,Terry Rudolph,"We discuss the physical nature of quantum information, in particular focussing on tasks that are achievable by some physical realizations of qubits but not by others.",1999-04-08T21:20:16Z,1999-04-08T21:20:16Z,http://arxiv.org/abs/quant-ph/9904037v1,http://arxiv.org/pdf/quant-ph/9904037v1,quant-ph
A role of topology and quantum information in physics,Jaroslav Hruby,"The role of topology in QIS with physical connection to the noncommutativity, discretization,supersymmetry, entanglement, nonseparability and CP violation in physics is discussed.",2005-02-18T14:46:47Z,2005-02-18T14:46:47Z,http://arxiv.org/abs/quant-ph/0502118v1,http://arxiv.org/pdf/quant-ph/0502118v1,quant-ph
"Jet physics at HERA, Tevatron and LHC",C. Royon,"In this short report, we discuss the Jet Physics results and perspectives at HERA, Tevatron and LHC.",2008-11-10T19:08:35Z,2008-11-10T19:08:35Z,http://arxiv.org/abs/0811.1544v1,http://arxiv.org/pdf/0811.1544v1,hep-ex
Eigenforms and Quantum Physics,Louis H. Kauffman,This essay is a discussion of Heinz von Foerster's concept of eigenform and its relationship with the foundations of physics.,2011-09-09T04:26:11Z,2011-09-09T04:26:11Z,http://arxiv.org/abs/1109.1892v1,http://arxiv.org/pdf/1109.1892v1,"math-ph, math.MP, math.QA"
Particle Physics in a Season of Change,Chris Quigg,A digest of my opening remarks at the 2011 Hadron Collider Physics Symposium.,2012-02-20T17:23:31Z,2012-02-20T17:23:31Z,http://arxiv.org/abs/1202.4391v1,http://arxiv.org/pdf/1202.4391v1,"hep-ph, hep-ex"
ICHEP2012 Physics Highlights,Riccardo Barbieri,I describe some of the highlights of ICHEP2012 with an eye to the current status of particle physics.,2012-12-14T10:57:57Z,2012-12-14T10:57:57Z,http://arxiv.org/abs/1212.3440v1,http://arxiv.org/pdf/1212.3440v1,"hep-ph, hep-ex"
Sizes and Distances in High Energy Physics,V. A. Petrov,This is a critical discussion of physical relevance of some space-time characteristics which are in current use in high energy physics.,2016-11-30T15:25:40Z,2016-11-30T15:25:40Z,http://arxiv.org/abs/1611.10217v1,http://arxiv.org/pdf/1611.10217v1,hep-ph
Physics Education for Capacity Development and Research in Africa,S. Ramaila,This contribution highlights challenges afflicting physics education in Africa and provides a reflection on key areas for intervention to strengthen capacity building.,2022-06-07T09:38:35Z,2022-06-07T09:38:35Z,http://arxiv.org/abs/2206.03145v1,http://arxiv.org/pdf/2206.03145v1,"physics.ed-ph, physics.soc-ph"
Inconsistencies of higgsplosion,Alexander Monin,It is shown that higgsplosion scenario is impossible within local QFT framework.,2018-08-17T09:50:35Z,2018-08-21T14:35:33Z,http://arxiv.org/abs/1808.05810v2,http://arxiv.org/pdf/1808.05810v2,"hep-th, hep-ph, math-ph, math.MP"
Strategies and Resources for teaching your physics course online on   short notice,Chandralekha Singh,This article summarizes strategies and resources for teaching physics courses online on short notice.,2021-12-03T20:16:15Z,2021-12-03T20:16:15Z,http://arxiv.org/abs/2112.02149v1,http://arxiv.org/pdf/2112.02149v1,physics.ed-ph
Introduction to Hadronic B Physics,Adam F. Falk,"An overview of the theory of B physics is given, with an emphasis on issues in the strong interactions and hadronic physics. This article is taken from an introductory chapter of The BaBar Physics Book - Physics at an Asymmetric B Factory, SLAC Report SLAC-R-504. It is written at the level of a basic survey aimed at the experimental community.",1998-12-01T21:48:35Z,1998-12-01T21:48:35Z,http://arxiv.org/abs/hep-ph/9812217v1,http://arxiv.org/pdf/hep-ph/9812217v1,"hep-ph, hep-ex"
Physics Overview,Yu-Ping Kuang,"Recent developments of physics at the TeV energy scale, especially physics related to the electron-positron linear colliders are briefly reviewed. The topics include the present status of the standard model, Higgs physics, supersymmetry, strongly interacting electroweak symmetry breaking mechanism, and top quark physics.",1999-05-30T11:32:35Z,1999-05-30T11:32:35Z,http://arxiv.org/abs/hep-ph/9905547v1,http://arxiv.org/pdf/hep-ph/9905547v1,hep-ph
Chern--Simons Terms as an Example of the Relations Between Mathematics   and Physics,S. Deser,"The inevitability of Chern--Simons terms in constructing a variety of physical models, and the mathematical advances they in turn generate, illustrates the unexpected but profound interactions between the two disciplines.",1998-05-22T18:36:15Z,1998-05-26T18:26:07Z,http://arxiv.org/abs/math-ph/9805020v2,http://arxiv.org/pdf/math-ph/9805020v2,"math-ph, hep-th, math.MP"
The color charge degree of freedom in particle physics,O. W. Greenberg,We review the color charge degree of freedom in particle physics.,2008-05-02T19:01:59Z,2008-05-07T16:29:20Z,http://arxiv.org/abs/0805.0289v2,http://arxiv.org/pdf/0805.0289v2,"physics.hist-ph, hep-ph, hep-th"
Physical state for non-relativistic quantum electrodynamics,"Fumio Hiroshima, Akito Suzuki",A physical subspace and physical Hilbert space associated with asymptotic fields of nonrelativistic quantum electrodynamics are constructed through the Gupta-Bleuler procedure. Asymptotic completeness is shown and a physical Hamiltonian is defined on the physical Hilbert space.,2008-07-31T14:19:23Z,2008-07-31T14:19:23Z,http://arxiv.org/abs/0807.5075v1,http://arxiv.org/pdf/0807.5075v1,"math-ph, math.MP"
Current Topics in Heavy Quarkonium Physics,Nora Brambilla,"I review some recent progress, open puzzles and future opportunities in heavy quarkonium physics in the framework of effective field theories",2011-06-06T12:53:57Z,2011-06-06T12:53:57Z,http://arxiv.org/abs/1106.1051v1,http://arxiv.org/pdf/1106.1051v1,"hep-ph, hep-ex, hep-lat, hep-th, nucl-th"
Physics objects for top physics in CMS,Jyothsna Rani Komaragiri,We present the status and performance of the physics objects with data corresponding to an integrated luminosity of 12.9 inverse fb collected at 13 TeV by the CMS experiment. We cover the performance of the physics objects extensively used in physics analyses involving top quarks.,2016-12-06T17:24:26Z,2016-12-06T17:24:26Z,http://arxiv.org/abs/1612.01917v1,http://arxiv.org/pdf/1612.01917v1,hep-ex
Highlights of discussions on Top quark and Higgs Physics in CKM2018,Abideh Jafari,"In the 10^th International Workshop on the CKM Unitarity Triangle, the sessions of the High-p T flavor physics were devoted to the related topics in top quark physics, Higgs physics, semileptonic decays of B mesons and leptoquark searches. This notes summarizes the highlights of discussions on top quark and Higgs physics.",2019-01-14T09:09:39Z,2019-01-14T09:09:39Z,http://arxiv.org/abs/1901.04196v1,http://arxiv.org/pdf/1901.04196v1,"hep-ex, hep-ph"
Machine learning meets quantum physics,"Sankar Das Sarma, Dong-Ling Deng, Lu-Ming Duan",The marriage of machine learning and quantum physics may give birth to a new research frontier that could transform both.,2019-03-04T19:00:05Z,2019-03-04T19:00:05Z,http://arxiv.org/abs/1903.03516v1,http://arxiv.org/pdf/1903.03516v1,"physics.pop-ph, cond-mat.dis-nn, physics.comp-ph, quant-ph"
Differential forms for plasma physics,Robert S. MacKay,"Differential forms provide a coordinate-free way to express many quantities and relations in mathematical physics. In particular, they are useful in plasma physics. This tutorial gives a guide so that you can read the plasma physics literature that uses them and apply them yourself.",2019-12-17T10:04:19Z,2019-12-17T10:04:19Z,http://arxiv.org/abs/1912.11150v1,http://arxiv.org/pdf/1912.11150v1,"physics.plasm-ph, math-ph, math.MP"
Classical and intuitionistic mathematical languages shape our   understanding of time in physics,Nicolas Gisin,"Physics is formulated in terms of timeless classical mathematics. A formulation on the basis of intuitionist mathematics, built on time-evolving processes, would offer a perspective that is closer to our experience of physical reality.",2020-02-04T18:00:52Z,2020-02-04T18:00:52Z,http://arxiv.org/abs/2002.01653v1,http://arxiv.org/pdf/2002.01653v1,"physics.hist-ph, quant-ph"
The Crucial Calculation as a Motivating Force In Particle Physics,Howard J. Schnitzer,"Crucial experiments have a long history of contributions to progress in physics. Similarly, we claim that in the period roughly from 1955 to 1985 crucial calculations played a significant role in setting the agenda for elementary particle physics. The highlights of the contributions of theoretical physics to the achievement of the standard model is emphasized",2020-12-16T11:59:04Z,2020-12-16T11:59:04Z,http://arxiv.org/abs/2012.08887v1,http://arxiv.org/pdf/2012.08887v1,"physics.hist-ph, hep-ph, hep-th"
Signatures of physical constraints in rotating rigid bodies,"G. J. Gutierrez Guillen, E. Aldo Arroyo, P. Mardesic, D. Sugny",We study signatures of physical constraints on free rotations of rigid bodies. We show analytically that the physical or non-physical nature of the moments of inertia of a system can be detected by qualitative changes both in the Montgomery Phase and in the Tennis Racket Effect.,2023-02-01T17:05:10Z,2023-02-01T17:05:10Z,http://arxiv.org/abs/2302.01758v1,http://arxiv.org/pdf/2302.01758v1,"physics.class-ph, math-ph, math.MP"
Higher Topos Theory in Physics,Urs Schreiber,"A brief exposition of the point of higher topos theory in (mathematical) physics, commissioned for the Encyclopedia of Mathematical Physics 2nd ed.",2023-11-18T10:17:00Z,2024-12-25T22:25:23Z,http://arxiv.org/abs/2311.11026v2,http://arxiv.org/pdf/2311.11026v2,"math-ph, hep-th, math.AT, math.CT, math.DG, math.MP"
Higher geometry in physics,Luigi Alfonsi,"This survey article is an invited contribution to the Encyclopedia of Mathematical Physics, 2nd edition. We provide an accessible overview on relevant applications of higher and derived geometry to theoretical physics, including higher gauge theory, higher geometric quantization and Batalin-Vilkovisky formalism.",2023-12-12T14:25:50Z,2023-12-21T15:11:46Z,http://arxiv.org/abs/2312.07308v2,http://arxiv.org/pdf/2312.07308v2,"hep-th, math-ph, math.AT, math.MP, 70Sxx, 53C08, 81T13, 81S10"
The mathematical representation of physical objects and relativistic   Quantum Mechanics,Enrique Ordaz Romay,"The mathematical representation of the physical objects determines which mathematical branch will be applied during the physical analysis in the systems studied. The difference among non-quantum physics, like classic or relativistic physics, and quantum physics, especially in quantum field theory, is nothing else than the difference between the mathematics that is used on both branches of the physics. A common physical and mathematical origin for the analysis of the different systems brings both forms (quantum and classic) of understanding the nature mechanisms closer to each other.",2004-12-15T20:07:54Z,2004-12-15T20:07:54Z,http://arxiv.org/abs/physics/0412088v1,http://arxiv.org/pdf/physics/0412088v1,"physics.gen-ph, physics.ed-ph"
"Proceedings of the 2009 CERN-Latin-American School of High-Energy   Physics, Recinto Quirama, Colombia, 15 - 28 March 2009","C. Grojean, M. Spiropulu","The CERN-Latin-American School of High-Energy Physics is intended to give young physicists an introduction to the theoretical aspects of recent advances in elementary particle physics. These proceedings contain lectures on quantum field theory, quantum chromodynamics, physics beyond the Standard Model, neutrino physics, flavour physics and CP violation, particle cosmology, high-energy astro-particle physics, and heavy-ion physics, as well as trigger and data acquisition, and commissioning and early physics analysis of the ATLAS and CMS experiments. Also included are write-ups of short review projects performed by the student discussions groups.",2010-10-28T14:09:42Z,2010-10-28T14:09:42Z,http://arxiv.org/abs/1010.5976v1,http://arxiv.org/pdf/1010.5976v1,hep-ph
Diversity in Physics Education Research: A Decade of Inclusion and   Future Challenges,Laszlo Frazer,"Diversity has an important, multifaceted role in the success of education. I have used a corpus analysis of the first ten years of Physical Review Physics Education Research to investigate the diversity, broadly defined, of physics education research. The results show that the physics education research community has extensively investigated the diversity of physics students, especially with respect to gender. However, some less visible but still numerous groups of students are little studied. On the whole, the contents of Physical Review Physics Education Research reveals a robust research community in physics education, but there is room for growth with respect to working with different kinds of students and the interactions between student attributes and teaching methods.",2017-10-21T23:32:34Z,2017-10-21T23:32:34Z,http://arxiv.org/abs/1710.07863v1,http://arxiv.org/pdf/1710.07863v1,physics.ed-ph
Chiral effects in magnetized quantum spinor matter in particle and   astroparticle physics,Yu. A. Sitenko,"Quantum spinor matter in extremal conditions (high densities and temperatures, presence of strong magnetic fields) have drawn the attention of researchers in diverse areas of contemporary physics, ranging from cosmology, high-energy and astroparticle physics to condensed matter physics. We study an impact of the confining boundary conditions on the properties of physical systems with hot dense magnetized ultrarelativistic spinor matter and elucidate a significant role of boundaries for such systems.",2018-12-26T17:23:49Z,2018-12-26T17:23:49Z,http://arxiv.org/abs/1812.11099v1,http://arxiv.org/pdf/1812.11099v1,"hep-th, astro-ph.HE, math-ph, math.MP, quant-ph"
"Interplay between physics self-efficacy, calculus transfer ability, and   gender","Christopher Fischer, Jennifer Delgado, Sarah LeGresley","We present our initial work to develop an assessment of calculus proficiency in the context of introductory physics (i.e., calculus transfer to physics), including a comparison of calculus transfer ability with physics self-efficacy and how these attributes intersect with student gender. Although students demonstrated an improvement in their calculus transfer ability, most nevertheless displayed a decrease in their physics self-efficacy. Similarly, while women consistently exhibited lower physics self-efficacy than men, women demonstrated larger gains in their proficiency with calculus transfer to physics. We also discuss future work to better evaluate the interdependence of mathematics self-efficacy, physics self-efficacy, and ability to transfer calculus to physics.",2021-10-14T13:48:18Z,2021-10-14T13:48:18Z,http://arxiv.org/abs/2110.07364v1,http://arxiv.org/pdf/2110.07364v1,physics.ed-ph
Exploring the experiences of undergraduate physics students taking a   'Teaching Physics in School' module and the effects on their intentions to   become a secondary physics teacher,Daniel Cottle,This article describes an undergraduate physics module at a university in England that places year 3 student physicists in secondary school classrooms for a semester. This is done as a way of introducing them to the occupation of secondary physics teaching using a realistic job preview approach. The module helps the undergraduate students develop their communication and professional skills and supports the physics learning of pupils in the schools where they are placed. The perceptions of the participating students toward secondary school physics teaching are then investigated. Two themes emerged from this research: The difficulty of explaining physics concepts to children and the need to make school physics enjoyable.,2023-11-10T12:25:19Z,2023-11-10T12:25:19Z,http://arxiv.org/abs/2311.06024v1,http://arxiv.org/pdf/2311.06024v1,physics.ed-ph
Forward physics with CMS,Marek Tasevsky,The physics potential of the forward physics project at CMS is very rich. Some of the diffraction and low-x physics channels are briefly discussed.,2004-08-22T17:06:44Z,2004-08-22T17:06:44Z,http://arxiv.org/abs/hep-ex/0408103v1,http://arxiv.org/pdf/hep-ex/0408103v1,hep-ex
Flavor Physics and CP Violation at LHC,Andreas Schopper,Flavor Physics at LHC will contribute significantly to the search for New Physics via precise and complementary measurements of CKM angles and the study of loop decays. Here we present the expected experimental sensitivity and physics performance of the LHC experiments that will to B-physics.,2006-05-29T15:13:40Z,2006-05-29T15:13:40Z,http://arxiv.org/abs/hep-ex/0605113v1,http://arxiv.org/pdf/hep-ex/0605113v1,hep-ex
ITEP Lectures in Particle Physics,Mikhail Shifman,"Introduction to the Lecture Note Volume ""ITEP Lectures in Particle Physics"", including 25 years of personal reminiscences.",1995-10-24T22:04:14Z,1995-10-24T22:04:14Z,http://arxiv.org/abs/hep-ph/9510397v1,http://arxiv.org/pdf/hep-ph/9510397v1,"hep-ph, hep-th"
Small-x Physics and Forward Jet Production at THERA,"Hannes Jung, Leif Lonnblad",We discuss some aspects of forward jet production as a signature for small $x$ physics at THERA energies.,2001-05-14T14:57:09Z,2001-05-14T14:57:09Z,http://arxiv.org/abs/hep-ph/0105122v1,http://arxiv.org/pdf/hep-ph/0105122v1,hep-ph
Dirac's Magnetic Monopoles (Again),R. Jackiw,"Dirac's quantization of magnetic monopole strength is derived without reference to a (singular, patched) vector potential.",2002-12-04T19:25:26Z,2002-12-04T19:25:26Z,http://arxiv.org/abs/hep-th/0212058v1,http://arxiv.org/pdf/hep-th/0212058v1,"hep-th, math-ph, math.MP, physics.hist-ph, quant-ph"
An Introduction to Quantum Algebras and Their Applications,R. Jaganathan,A very elementary introduction to quantum algebras is presented and a few examples of their physical applications are mentioned.,2000-03-20T11:22:55Z,2000-03-20T11:22:55Z,http://arxiv.org/abs/math-ph/0003018v1,http://arxiv.org/pdf/math-ph/0003018v1,"math-ph, cond-mat, hep-th, math.MP, math.QA, nucl-th, physics.atom-ph"
Complexity: An Introduction,Rajesh R. Parwani,"This article summarises a Web-book on ""Complexity"" that was developed to introduce undergraduate students to interesting complex systems in the biological, physical and social sciences, and the common tools, principles and concepts used for their study.",2002-01-28T07:59:46Z,2002-01-28T07:59:46Z,http://arxiv.org/abs/physics/0201055v1,http://arxiv.org/pdf/physics/0201055v1,"physics.ed-ph, physics.comp-ph, physics.pop-ph, physics.soc-ph"
Non-equal-time Poisson brackets,H. Nikolic,"The standard definition of the Poisson brackets is generalized to the non-equal-time Poisson brackets. Their relationship to the equal-time Poisson brackets, as well as to the equal- and non-equal-time commutators, is discussed.",1998-12-07T13:02:27Z,1998-12-07T13:02:27Z,http://arxiv.org/abs/quant-ph/9812015v1,http://arxiv.org/pdf/quant-ph/9812015v1,"quant-ph, hep-th, math-ph, math.MP, physics.class-ph"
P.A.M. Dirac and the Discovery of Quantum Mechanics,Kurt Gottfried,This colloquium summarizes Dirac's contributions to the discovery of quantum mechanics before he invented his relativistic wave equation.,2003-02-05T17:50:51Z,2003-02-05T17:50:51Z,http://arxiv.org/abs/quant-ph/0302041v1,http://arxiv.org/pdf/quant-ph/0302041v1,"quant-ph, hep-th, math-ph, math.MP, physics.hist-ph"
The physical meaning of Lagrange multipliers,Hasan Karabulut,"A rule to assign a physical meaning to Lagrange multipliers is discussed. Examples from mechanics, statistical mechanics and quantum mechanics are given.",2007-05-04T12:22:55Z,2007-05-04T12:22:55Z,http://arxiv.org/abs/0705.0609v1,http://arxiv.org/pdf/0705.0609v1,"physics.ed-ph, physics.gen-ph"
Adeles in Mathematical Physics,Branko Dragovich,"Application of adeles in modern mathematical physics is briefly reviewed. In particular, some adelic products are presented.",2007-07-26T08:41:29Z,2007-07-26T08:41:29Z,http://arxiv.org/abs/0707.3876v1,http://arxiv.org/pdf/0707.3876v1,"math-ph, hep-th, math.MP"
Is Faith The Enemy Of Science?,Richard MacKenzie,"In this article, inspired by Lawrence Krauss' plenary talk at the 2007 CAP congress, the relation between faith and science is examined.",2008-07-23T13:54:01Z,2008-07-23T13:54:01Z,http://arxiv.org/abs/0807.3670v1,http://arxiv.org/pdf/0807.3670v1,"physics.pop-ph, hep-th, physics.soc-ph"
