title,authors,summary,published,updated,link,pdf_url,categories
"On the Borel-Cantelli Lemmas, the Erdős-Rényi Theorem, and the   Kochen-Stone Theorem","Rob Arthan, Paulo Oliva","In this paper we present a quantitative analysis of the first and second Borel-Cantelli Lemmas and of two of their generalisations: the Erd\H{o}s-R\'enyi Theorem, and the Kochen-Stone Theorem. We will see that the first three results have direct quantitative formulations, giving an explicit relationship between quantitative formulations of the assumptions and the conclusion. For the Kochen-Stone theorem, however, we can show that the numerical bounds of a direct quantitative formulation are not computable in general. Nonetheless, we obtain a quantitative formulation of the Kochen-Stone Theorem using Tao's notion of metastability.",2020-12-17T21:40:01Z,2021-12-15T21:34:41Z,http://arxiv.org/abs/2012.09942v3,http://arxiv.org/pdf/2012.09942v3,"math.PR, 60A10, 60F20, 03F60"
Quantitatively Nonblocking Supervisory Control of Discrete-Event Systems,"Renyuan Zhang, Jiahao Wang, Zenghui Wang, Kai Cai","In this paper, we propose two new nonblocking properties of automata as quantitative measures of maximal distances to marker states. The first property, called {\em quantitative nonblockingness}, captures the practical requirement that at least one of the marker states (representing e.g. task completion) be reachable within a prescribed number of steps from any non-marker state and following any trajectory of the system. The second property, called {\em heterogeneously quantitative nonblockingness}, distinguishes individual marker states and requires that each marker state be reached within a given bounded number of steps from any other state and following any trajectory of the system. Accordingly, we formulate two new problems of quantitatively nonblocking supervisory control and heterogeneously quantitatively nonblocking supervisory control, and characterize their solvabilities in terms of new concepts of quantitative language completability and heterogeneously quantitative language completability, respectively. It is proved that there exists the unique supremal (heterogeneously) quantitatively completable sublanguage of a given language, and we develop effective algorithms to compute the supremal sublanguages. Finally, combining with the algorithm of computing the supremal controllable sublanguage, we design algorithms to compute the maximally permissive solutions to the formulated (heterogeneously) quantitatively nonblocking supervisory control problems.",2021-08-02T08:45:55Z,2023-12-20T09:12:33Z,http://arxiv.org/abs/2108.00721v4,http://arxiv.org/pdf/2108.00721v4,"eess.SY, cs.SY"
Model Checking the Quantitative mu-Calculus on Linear Hybrid Systems,"Diana Fischer, Lukasz Kaiser","We study the model-checking problem for a quantitative extension of the modal mu-calculus on a class of hybrid systems. Qualitative model checking has been proved decidable and implemented for several classes of systems, but this is not the case for quantitative questions that arise naturally in this context. Recently, quantitative formalisms that subsume classical temporal logics and allow the measurement of interesting quantitative phenomena were introduced. We show how a powerful quantitative logic, the quantitative mu-calculus, can be model checked with arbitrary precision on initialised linear hybrid systems. To this end, we develop new techniques for the discretisation of continuous state spaces based on a special class of strategies in model-checking games and present a reduction to a class of counter parity games.",2012-09-08T18:22:30Z,2012-09-19T09:08:44Z,http://arxiv.org/abs/1209.1738v2,http://arxiv.org/pdf/1209.1738v2,"cs.LO, D.2.4, F.4.1"
Quantitative Reductions and Vertex-Ranked Infinite Games (Full Version),Alexander Weinert,"We introduce quantitative reductions, a novel technique for structuring the space of quantitative games and solving them that does not rely on a reduction to qualitative games. We show that such reductions exhibit the same desirable properties as their qualitative counterparts and that they additionally retain the optimality of solutions. Moreover, we introduce vertex-ranked games as a general-purpose target for quantitative reductions and show how to solve them. In such games, the value of a play is determined only by a qualitative winning condition and a ranking of the vertices.   We provide quantitative reductions of quantitative request-response games and of quantitative Muller games to vertex-ranked games, thus showing EXPTIME-completeness of solving the former two kinds of games. In addition, we exhibit the usefulness and flexibility of vertex-ranked games by showing how to use such games to compute fault-resilient strategies for safety specifications. This work lays the foundation for a general study of fault-resilient strategies for more complex winning conditions.",2017-04-04T07:34:34Z,2020-03-24T13:07:07Z,http://arxiv.org/abs/1704.00904v3,http://arxiv.org/pdf/1704.00904v3,"cs.GT, D.2.4"
Quantitative probing: Validating causal models using quantitative domain   knowledge,"Daniel Grünbaum, Maike L. Stern, Elmar W. Lang","We present quantitative probing as a model-agnostic framework for validating causal models in the presence of quantitative domain knowledge. The method is constructed as an analogue of the train/test split in correlation-based machine learning and as an enhancement of current causal validation strategies that are consistent with the logic of scientific discovery. The effectiveness of the method is illustrated using Pearl's sprinkler example, before a thorough simulation-based investigation is conducted. Limits of the technique are identified by studying exemplary failing scenarios, which are furthermore used to propose a list of topics for future research and improvements of the presented version of quantitative probing. The code for integrating quantitative probing into causal analysis, as well as the code for the presented simulation-based studies of the effectiveness of quantitative probing is provided in two separate open-source Python packages.",2022-09-07T09:19:11Z,2022-09-07T09:19:11Z,http://arxiv.org/abs/2209.03013v1,http://arxiv.org/pdf/2209.03013v1,"cs.LG, stat.ME, 62D20"
Limited range extrapolation with quantitative bounds and applications,"Mingming Cao, Honghai Liu, Zengyan Si, Kôzô Yabuta","In recent years, sharp or quantitative weighted inequalities have attracted considerable attention on account of $A_2$ conjecture solved by Hyt\""{o}nen. Advances have greatly improved conceptual understanding of classical objects such as Calder\'{o}n-Zygmund operators. However, plenty of operators do not fit into the class of Calder\'{o}n-Zygmund operators and fail to be bounded on all $L^p(w)$ spaces for $p \in (1, \infty)$ and $w \in A_p$. In this paper we develop Rubio de Francia extrapolation with quantitative bounds to investigate quantitative weighted inequalities for operators beyond the (multilinear) Calder\'{o}n-Zygmund theory. We mainly establish a quantitative multilinear limited range extrapolation in terms of exponents $p_i \in (\mathfrak{p}_i^-, \mathfrak{p}_i^+)$ and weights $w_i^{p_i} \in A_{p_i/\mathfrak{p}_i^-} \cap RH_{(\mathfrak{p}_i^+/p_i)'}$, $i=1, \ldots, m$, which refines a result of Cruz-Uribe and Martell. We also present an extrapolation from multilinear operators to the corresponding commutators. Additionally, our result is quantitative and allows us to extend special quantitative estimates in the Banach space setting to the quasi-Banach space setting. Our proof is based on an off-diagonal extrapolation result with quantitative bounds. Finally, we present various applications to illustrate the utility of extrapolation by concentrating on quantitative weighted estimates for some typical multilinear operators such as bilinear Bochner-Riesz means, bilinear rough singular integrals, and multilinear Fourier multipliers. In the linear case, based on the Littlewood-Paley theory, we include weighted jump and variational inequalities for rough singular integrals.",2022-06-25T06:15:47Z,2022-06-28T15:02:17Z,http://arxiv.org/abs/2206.12570v2,http://arxiv.org/pdf/2206.12570v2,"math.CA, 42B20, 42B25"
Innovative Quantitative Analysis for Disease Progression Assessment in   Familial Cerebral Cavernous Malformations,"Ruige Zong, Tao Wang, Chunwang Li, Xinlin Zhang, Yuanbin Chen, Longxuan Zhao, Qixuan Li, Qinquan Gao, Dezhi Kang, Fuxin Lin, Tong Tong","Familial cerebral cavernous malformation (FCCM) is a hereditary disorder characterized by abnormal vascular structures within the central nervous system. The FCCM lesions are often numerous and intricate, making quantitative analysis of the lesions a labor-intensive task. Consequently, clinicians face challenges in quantitatively assessing the severity of lesions and determining whether lesions have progressed. To alleviate this problem, we propose a quantitative statistical framework for FCCM, comprising an efficient annotation module, an FCCM lesion segmentation module, and an FCCM lesion quantitative statistics module. Our framework demonstrates precise segmentation of the FCCM lesion based on efficient data annotation, achieving a Dice coefficient of 93.22\%. More importantly, we focus on quantitative statistics of lesions, which is combined with image registration to realize the quantitative comparison of lesions between different examinations of patients, and a visualization framework has been established for doctors to comprehensively compare and analyze lesions. The experimental results have demonstrated that our proposed framework not only obtains objective, accurate, and comprehensive quantitative statistical information, which provides a quantitative assessment method for disease progression and drug efficacy study, but also considerably reduces the manual measurement and statistical workload of lesions, assisting clinical decision-making for FCCM and accelerating progress in FCCM clinical research. This highlights the potential of practical application of the framework in FCCM clinical research and clinical decision-making. The codes are available at https://github.com/6zrg/Quantitative-Statistics-of-FCCM.",2024-03-23T11:27:23Z,2024-03-23T11:27:23Z,http://arxiv.org/abs/2403.15803v1,http://arxiv.org/pdf/2403.15803v1,"eess.IV, cs.CV"
Quantitative shrinking target properties for rotations and interval   exchanges,"Jon Chaika, David Constantine",This paper presents quantitative shrinking target results for rotations and interval exchange transformations. To do this a quantitative version of a unique ergodicity criterion of Boshernitzan is established.,2012-01-04T17:29:05Z,2018-04-11T12:45:04Z,http://arxiv.org/abs/1201.0941v5,http://arxiv.org/pdf/1201.0941v5,"math.DS, math.GT, 37E05, 37A05"
Quantitative comparison theorems in Riemannian and Kähler geometry,Kwok-Kun Kwong,"We obtain sharp quantitative Laplacian upper and lower estimates under no assumption on curvatures. As a result, we derive quantitative Laplacian, area and volume comparison theorems for tubes in Riemannian and K\""ahler manifolds under weak integral curvature assumptions. We also give some applications, such as a general Bonnet-Myers theorem and Cheng's eigenvalue estimate under weak integral curvature assumptions.",2019-04-18T05:40:16Z,2019-04-18T05:40:16Z,http://arxiv.org/abs/1904.08595v1,http://arxiv.org/pdf/1904.08595v1,"math.DG, 53C23, 53C55"
Quantitative form of Ball's Cube slicing in $\mathbb{R}^n$ and equality   cases in the min-entropy power inequality,"James Melbourne, Cyril Roberto","We prove a quantitative form of the celebrated Ball's theorem on cube slicing in $\mathbb{R}^n$ and obtain, as a consequence, equality cases in the min-entropy power inequality. Independently, we also give a quantitative form of Khintchine's inequality in the special case $p=1$.",2021-09-08T21:59:05Z,2021-09-08T21:59:05Z,http://arxiv.org/abs/2109.03946v1,http://arxiv.org/pdf/2109.03946v1,"math.PR, cs.IT, math.FA, math.IT"
"Covering complexity, scalar curvature, and quantitative $K$-theory","Hao Guo, Guoliang Yu","We establish a relationship between a certain notion of covering complexity of a Riemannian spin manifold and positive lower bounds on its scalar curvature. This makes use of a pairing between quantitative operator $K$-theory and Lipschitz topological $K$-theory, combined with an earlier vanishing theorem for the quantitative higher index.",2022-03-28T18:10:27Z,2023-02-16T05:43:30Z,http://arxiv.org/abs/2203.15003v2,http://arxiv.org/pdf/2203.15003v2,"math.KT, math.DG, math.OA, 46L80, 58B34, 53C20"
"Filling Radius, Quantitative $K$-theory and Positive Scalar Curvature","Jinmin Wang, Zhizhang Xie, Guoliang Yu, Bo Zhu","We prove a quantitative upper bound on the filling radius of complete, spin manifolds with uniformly positive scalar curvature using the quantitative operator $K$-theory and index theory.",2023-11-26T16:41:11Z,2024-02-28T17:46:00Z,http://arxiv.org/abs/2311.15347v2,http://arxiv.org/pdf/2311.15347v2,"math.DG, math.KT, math.OA, 53C23, 19D55, 58B34, 46L80"
The Talenti comparison result in a quantitative form,"Vincenzo Amato, Rosa Barbato, Alba Lia Masiello, Gloria Paoli","In this paper, we obtain a quantitative version of the classical comparison result of Talenti for elliptic problems with Dirichlet boundary conditions. The key role is played by quantitative versions of the P\'olya-Szego inequality and of the Hardy-Littlewood inequality.",2023-11-30T15:16:25Z,2024-01-26T15:15:33Z,http://arxiv.org/abs/2311.18617v2,http://arxiv.org/pdf/2311.18617v2,"math.AP, 35J05, 35J25, 35B35"
Quantitative Alexandrov theorem for capillary hypersurfaces in the   half-space,"Xiaohan Jia, Xuwen Zhang","In this paper, we prove the quantitative version of the Alexandrov theorem for capillary hypersurfaces in the half-space, which generalizes Julin-Niinikoski's result to the capillary case. The proof is based on the quantitative analysis of the Montiel-Ros-type argument carried out in our joint works with Wang-Xia.",2024-03-11T10:42:53Z,2025-02-11T08:53:11Z,http://arxiv.org/abs/2403.06597v2,http://arxiv.org/pdf/2403.06597v2,"math.DG, 53C45, 53A10"
Quantitative comparison results for first-order Hamilton-Jacobi   equations,"Vincenzo Amato, Luca Barbato","In this paper, we prove a quantitative version of the comparison result for solutions to first-order Hamilton-Jacobi equations proved in \cite{GN}. The key role is played by quantitative versions of the P\'olya-Szeg\H o inequality and of the Hardy-Littlewood inequality.",2024-07-28T14:31:38Z,2024-07-28T14:31:38Z,http://arxiv.org/abs/2407.19504v1,http://arxiv.org/pdf/2407.19504v1,"math.AP, 35F21, 35B35, 35B51"
Toll Based Measures for Dynamical Graphs,"Jérémie Bourdon, Damien Eveillard",Biological networks are one of the most studied object in computational biology. Several methods have been developed for studying qualitative properties of biological networks. Last decade had seen the improvement of molecular techniques that make quantitative analyses reachable. One of the major biological modelling goals is therefore to deal with the quantitative aspect of biological graphs. We propose a probabilistic model that suits with this quantitative aspects. Our model combines graph with several dynamical sources. It emphazises various asymptotic statistical properties that might be useful for giving biological insights,2007-02-28T16:12:18Z,2007-02-28T16:12:18Z,http://arxiv.org/abs/q-bio/0702060v1,http://arxiv.org/pdf/q-bio/0702060v1,"q-bio.QM, math.PR"
Qualitative Belief Conditioning Rules (QBCR),"Florentin Smarandache, Jean Dezert","In this paper we extend the new family of (quantitative) Belief Conditioning Rules (BCR) recently developed in the Dezert-Smarandache Theory (DSmT) to their qualitative counterpart for belief revision. Since the revision of quantitative as well as qualitative belief assignment given the occurrence of a new event (the conditioning constraint) can be done in many possible ways, we present here only what we consider as the most appealing Qualitative Belief Conditioning Rules (QBCR) which allow to revise the belief directly with words and linguistic labels and thus avoids the introduction of ad-hoc translations of quantitative beliefs into quantitative ones for solving the problem.",2007-09-04T20:03:04Z,2007-09-04T20:03:04Z,http://arxiv.org/abs/0709.0522v1,http://arxiv.org/pdf/0709.0522v1,"cs.AI, I.2.3"
Spam filtering by quantitative profiles,"M. Grendár, J. Škutová, V. Špitalský","Instead of the 'bag-of-words' representation, in the quantitative profile approach to spam filtering and email categorization, an email is represented by an m-dimensional vector of numbers, with m fixed in advance. Inspired by Sroufe et al. [Sroufe, P., Phithakkitnukoon, S., Dantu, R., and Cangussu, J. (2010). Email shape analysis. In \emph{LNCS}, 5935, pp. 18-29] two instances of quantitative profiles are considered: line profile and character profile. Performance of these profiles is studied on the TREC 2007, CEAS 2008 and a private corpuses. At low computational costs, the two quantitative profiles achieve performance that is at least comparable to that of heuristic rules and naive Bayes.",2011-12-23T14:18:35Z,2011-12-23T14:18:35Z,http://arxiv.org/abs/1201.0040v1,http://arxiv.org/pdf/1201.0040v1,"cs.IR, stat.AP"
"Quantitative estimates on localized finite differences for the   fractional Poisson problem, and applications to regularity and spectral   stability","Goro Akagi, Giulio Schimperna, Antonio Segatti, Laura V. Spinolo",We establish new quantitative estimates for localized finite differences of solutions to the Poisson problem for the fractional Laplace operator with homogeneous Dirichlet conditions of solid type settled in bounded domains satisfying the Lipschitz cone regularity condition. We then apply these estimates to obtain (i)~regularity results for solutions of fractional Poisson problems in Besov spaces; (ii)~quantitative stability estimates for solutions of fractional Poisson problems with respect to domain perturbations; (iii)~quantitative stability estimates for eigenvalues and eigenfunctions of fractional Laplace operators with respect to domain perturbations.,2016-06-21T09:10:59Z,2016-06-21T09:10:59Z,http://arxiv.org/abs/1606.06489v1,http://arxiv.org/pdf/1606.06489v1,"math.AP, 35R11, 35B30"
Quantitative Photoacoustic Imaging of Two-photon Absorption,"Patrick Bardsley, Kui Ren, Rongting Zhang","Two-photon absorption photoacoustic tomography (TP-PAT) is a recent hybrid imaging modality that aims at reconstructing two-photon absorption properties of heterogeneous media from measured ultrasound signals generated by the photoacoustic effect. While there have been extensive experimental studies in recent years to show the great promises of TP-PAT, very little has been done on developing computational methods for quantitative image reconstruction in this imaging modality. In this work, we present a mathematical model for quantitative TP-PAT in diffusive media. We implemented a computational strategy for the reconstruction of the optical absorption coefficients, and provide numerical simulations based on synthetic acoustic data to demonstrate the feasibility of quantitative reconstructions in TP-PAT.",2017-07-03T18:43:40Z,2017-07-03T18:43:40Z,http://arxiv.org/abs/1707.00726v1,http://arxiv.org/pdf/1707.00726v1,"physics.med-ph, math.NA, physics.optics"
Quantitative Universality for the Largest Eigenvalue of Sample   Covariance Matrices,Haoyu Wang,"We prove the first explicit rate of convergence to the Tracy-Widom distribution for the fluctuation of the largest eigenvalue of sample covariance matrices that are not integrable. Our primary focus is matrices of type $ X^*X $ and the proof follows the Erd\""{o}s-Schlein-Yau dynamical method. We use a recent approach to the analysis of the Dyson Brownian motion from [5] to obtain a quantitative error estimate for the local relaxation flow at the edge. Together with a quantitative version of the Green function comparison theorem, this gives the rate of convergence.   Combined with a result of Lee-Schnelli [26], some quantitative estimates also hold for more general separable sample covariance matrices $ X^* \Sigma X $ with general diagonal population $ \Sigma $.",2019-12-11T17:10:03Z,2019-12-11T17:10:03Z,http://arxiv.org/abs/1912.05473v1,http://arxiv.org/pdf/1912.05473v1,"math.PR, math.ST, stat.TH, 60B20, 15B52"
Yet Another Quantitative Harris Theorem,Christopher DuPre,"In this paper we develop a quantitative Harris theorem with effective control over the constants. A benefit of our methodology is the decoupling of the small set and Lyapunov-Foster Drift conditions. Our methodology allows any small set and any set in the Lyapunov-Foster condition as long as the second satisfies a so-called ``quantitative petiteness"" condition. The theorem relies on a novel proof of a quantitative Kendall-type theorem which is inspired by the techniques of Markov Chains on general state spaces. We give an application of the technique to the Markov chain approximation of mixing processes.",2023-03-07T21:08:54Z,2023-03-07T21:08:54Z,http://arxiv.org/abs/2303.04239v1,http://arxiv.org/pdf/2303.04239v1,"math.PR, math.DS, 60J05 (Primary), 37H05 (Secondary)"
Quantitative asymptotics for polynomial patterns in the primes,"Lilian Matthiesen, Joni Teräväinen, Mengdi Wang","We prove quantitative estimates for averages of the von Mangoldt and M\""obius functions along polynomial progressions $n+P_1(m),\ldots, n+P_k(m)$ for a large class of polynomials $P_i$. The error terms obtained save an arbitrary power of logarithm, matching the classical Siegel--Walfisz error term. These results give the first quantitative bounds for the Tao--Ziegler polynomial patterns in the primes result.   The proofs are based on a quantitative generalised von Neumann theorem of Peluse, a recent result of Leng on strong bounds for the Gowers uniformity of the primes, and analysis of a ``Siegel model'' for the von Mangoldt function along polynomial progressions.",2024-05-20T17:24:02Z,2024-10-15T22:19:20Z,http://arxiv.org/abs/2405.12190v2,http://arxiv.org/pdf/2405.12190v2,"math.NT, 11B30, 11N32"
Quantitative spectral stability for compact operators,"Andrea Bisterzo, Giovanni Siclari","This paper deals with quantitative spectral stability for compact operators acting on $L^2(X,m)$, where $(X,m)$ is a measure space. Under fairly general assumptions, we provide a characterization of the dominant term of the asymptotic expansion of the eigenvalue variation in this abstract setting. Many of the results about quantitative spectral stability available in the literature can be recovered by our analysis. Furthermore, we illustrate our result with several applications, e.g. quantitative spectral stability for a Robin to Neumann problem, conformal transformations of Riemann metrics, Dirichlet forms under the removal of sets of small capacity, and for families of pseudo-differentials operators.",2024-07-30T13:14:26Z,2024-07-30T13:14:26Z,http://arxiv.org/abs/2407.20809v1,http://arxiv.org/pdf/2407.20809v1,"math.AP, math.SP, 35P15, 47A10, 47A55"
A quantitative result for the $k$-Hessian equation,"Alba Lia Masiello, Francesco Salerno","In this paper, we study a symmetrization that preserves the mixed volume of the sublevel sets of a convex function, under which, a P\'olya-Szeg\H o type inequality holds. We refine this symmetrization to obtain a quantitative improvement of the P\'olya-Szeg\H o inequality for the $k$-Hessian integral, and, with similar arguments, we show a quantitative inequality for the comparison proved by Tso \cite{tso} for solutions to the $k$-Hessian equation.   As an application of the first result, we prove a quantitative version of the Faber-Krahn and Saint-Venant inequalities for these equations.",2024-07-30T13:22:44Z,2025-01-23T14:43:24Z,http://arxiv.org/abs/2407.20811v2,http://arxiv.org/pdf/2407.20811v2,"math.AP, 52A39, 35B35, 35J60, 35J96"
A note on Diophatine approximation in $\rm{SL}_2(\mathbb{R})$,Nikolay Moshchevitin,We prove a quantitative version of the following statement: the unipotent flow orbit of a typical lattice in $\rm{SL}_2(\mathbb{R})/\rm{SL}_2(\mathbb{Z})$ is dense. Our quantitative result uses A. Weil's bounds for Kloostermann sums.,2013-04-17T14:40:05Z,2013-04-17T14:40:05Z,http://arxiv.org/abs/1304.4842v1,http://arxiv.org/pdf/1304.4842v1,"math.NT, math.DS, 11J70, 11H56"
A quantitative version of Gordon's Theorem for Jacobi and   Sturm-Liouville operators,Christian Seifert,We prove a quantitative version of Gordon's Theorem concerning absence of eigenvalues for Jacobi matrices and Sturm-Liouville operators with complex coefficients.,2014-07-28T08:12:13Z,2014-07-28T08:12:13Z,http://arxiv.org/abs/1407.7351v1,http://arxiv.org/pdf/1407.7351v1,"math.SP, math-ph, math.MP, 34L15, 34L40, 81Q12"
Quantitative Recurrence for Generic Homeomorphisms,Andre Junqueira,In this article we study quantitative recurrence for generic home- omorphisms on euclidian spaces and compact manifolds. As an application we show that the decay of correlations of generic homeomorphisms is slow.,2015-05-11T17:30:31Z,2015-05-11T17:30:31Z,http://arxiv.org/abs/1505.02707v1,http://arxiv.org/pdf/1505.02707v1,"math.DS, 37B20, 37E30, 37C20"
A quantitative Oppenheim Theorem for generic diagonal quadratic forms,Jean Bourgain,We establish a quantitative version of Oppenheim's conjecture for generic ternary indefinite quadratic forms using an analytic number theory approach. The statements come with power gains and in some cases are essentially optimal,2016-04-07T17:44:01Z,2016-06-14T13:30:05Z,http://arxiv.org/abs/1604.02087v2,http://arxiv.org/pdf/1604.02087v2,"math.NT, 11E20, 11L07"
Quantitative disjointness of nilflows from horospherical flows,Asaf Katz,"We prove a quantitative variant of a disjointness theorem of nilflows from horospherical flows following a technique of Venkatesh, combined with the structural theorems for nilflows by Green, Tao and Ziegler.",2019-10-10T16:29:02Z,2019-10-10T16:29:02Z,http://arxiv.org/abs/1910.04675v1,http://arxiv.org/pdf/1910.04675v1,"math.DS, math.NT, 37A17"
Quantitative recurrence properties for systems with non-uniform   structure,"Cao Zhao, Ercai Chen","Let X be a subshift satisfy non-uniform structure. In this paper, we give quantitative estimate of the recurrence sets. These results can be applied to a large class of symbolic systems, including beta-shifts, S-gap shifts and their factors.",2016-05-24T04:34:56Z,2016-05-24T04:34:56Z,http://arxiv.org/abs/1605.07283v1,http://arxiv.org/pdf/1605.07283v1,"math.DS, 37D25"
