title,authors,summary,published,updated,link,pdf_url,categories
Optimal Synchronization Control for Heterogeneous Multi-Agent Systems:   Online Adaptive Learning Solutions,"Yuanqiang Zhou, Dewei Li, Furong Gao",This paper presents an online adaptive learning solution to optimal synchronization control problem of heterogeneous multi-agent systems via a novel distributed policy iteration approach.,2020-11-11T09:48:56Z,2020-11-11T09:48:56Z,http://arxiv.org/abs/2011.05663v1,http://arxiv.org/pdf/2011.05663v1,"eess.SY, cs.SY, math.OC"
Exact null-controllability of interconnected abstract evolution systems   by scalar force motion,B. Shklyar,The paper deals with exact null-controllability problem for a linear control system consisting of two serially connected abstract control systems. Controllability conditions are obtained. Applications to the exact null-controllability for interconnected control system of heat and wave equations are considered.,2013-05-05T08:44:21Z,2013-05-05T08:44:21Z,http://arxiv.org/abs/1305.0992v1,http://arxiv.org/pdf/1305.0992v1,"math.OC, 93B05 (primary), 93B28 (secondary)"
Control of distributed-parameter systems using normal forms: An   introduction,"Nicole Gehring, Abdurrahman Irscheid, Joachim Deutscher, Frank Woittennek, Joachim Rudolph","This paper gives an overview of the control of distributed-parameter systems using normal forms. Considering linear controllable PDE-ODE systems of hyperbolic type, two methods derive tracking controllers by mapping the system into a form that is advantageous for the control design, analogous to the finite-dimensional case. A flatness-based controller makes use of the hyperbolic controller canonical form that follows from a parametrization of the system's solutions. A backstepping design exploits the strict-feedback form of the system to recursively stabilize and transform the subsystems.",2023-05-16T11:23:37Z,2023-05-16T11:23:37Z,http://arxiv.org/abs/2305.09354v1,http://arxiv.org/pdf/2305.09354v1,"eess.SY, cs.SY, math.OC"
Encrypted Control System with Quantizer,Masako Kishida,"This paper considers the design of encrypted control systems to secure data privacy when the control systems operate over a network. In particular, we propose to combine Paillier cryptosystem with a quantizer whose sensitivity changes with the evolution of the system. This allows the encrypted control system to balance between the cipher strength and processing time. Such an ability is essential for control systems that are expected to run real-time. It also allows the closed-loop system to achieve the asymptotic stability for linear systems. Extensions to event-triggered control and nonlinear control systems are also discussed.",2018-07-18T00:36:49Z,2018-07-18T00:36:49Z,http://arxiv.org/abs/1807.06717v1,http://arxiv.org/pdf/1807.06717v1,cs.SY
Finite-horizon Linear Quadratic Control for Networked Control Systems   with non-distributed plants,"Marijan Palmisano, Martin Steinberger, Martin Horn",An optimal control law for networked control systems with a discrete-time linear time-invariant (LTI) system as plant and networks between sensor and controller as well as between controller and actuator is proposed. This controller is designed by solving an optimization problem that is a generalization of the optimization problem used to obtain the Linear Quadratic Regulator (LQR) for deterministic discrete-time LTI systems. The networks are represented by random delays and drop outs of transmitted data packets.,2020-02-28T21:20:08Z,2020-05-13T10:17:07Z,http://arxiv.org/abs/2003.00069v2,http://arxiv.org/pdf/2003.00069v2,"eess.SY, cs.SY"
Analytical Volume Analysis for the Finite-time Controllable Region of   the Linear Discrete-time Systems,Mingwang Zhao,"In this paper, the works on the analytical volume analysis for the controllable regions of the linear discrete-time (LDT) systems in papers \cite{zhaomw202001} and \cite {zhaomw202004} are discussed further and a new theorem on the analytical computing for the finite-time controllability zonotope (controllable region) of LDT systems are proven. And then, three analytical factors describing the control capability of the systems are deconstructed successfully from the analytical volume expression of the controllable region. Finally, the theorem is generalized to three cases: the narrow controllable region, the matrix $A$ with $n$ negative eigenvalues, the linear continuous-time systems.",2022-10-16T08:16:27Z,2022-10-16T08:16:27Z,http://arxiv.org/abs/2210.08480v1,http://arxiv.org/pdf/2210.08480v1,"eess.SY, cs.SY, math.OC"
Extremum Seeking for Stabilization of Systems Not Affine in Control,"Alexander Scheinker, David Scheinker","In [22] a form of extremum seeking for control (ESC) was developed for the stabilization of uncertain nonlinear systems. In ESC the extremum seeker itself controls the systems through feedback rather than fine tuning a controller. The ESC results, and other related results, apply only to systems affine in control. However, in most physical systems the control effort enters the system's dynamics through a nonlinear function, such as an input with deadline and saturation. In this work, we utilize our previous results on ESC to develop stabilizing controllers for systems of practical interest that are non-affine in control.",2016-08-16T13:39:47Z,2016-08-16T13:39:47Z,http://arxiv.org/abs/1608.04587v1,http://arxiv.org/pdf/1608.04587v1,"math.DS, cs.SY"
Self-triggered Control for Safety Critical Systems using Control Barrier   Functions,"Guang Yang, Calin Belta, Roberto Tron","We propose a real-time control strategy that combines self-triggered control with Control Lyapunov Functions (CLF) and Control Barrier Functions (CBF). Similar to related works proposing CLF-CBF-based controllers, the computation of the controller is achieved by solving a Quadratic Program (QP). However, we propose a Zeroth-Order Hold (ZOH) implementation of the controller that overcomes the main limitations of traditional approaches based on periodic controllers, i.e., unnecessary controller updates and potential violations of the safety constraints. Central to our approach is the novel notion of safe period, which enforces a strong safety guarantee for implementing ZOH control. In addition, we prove that the system does not exhibit a Zeno behavior as it approaches the desired equilibrium.",2019-03-08T22:56:24Z,2019-03-08T22:56:24Z,http://arxiv.org/abs/1903.03692v1,http://arxiv.org/pdf/1903.03692v1,cs.SY
Integrating Externally Developed Systems For SNS Linac Cooling And   Vacuum,Pilar Marroquin,"External contractors are developing the local cooling and vacuum control systems for the Spallation Neutron Source (SNS) linac. Soon these systems will be integrated into the facility-wide controls system. Allen-Bradley Logix5000 series programmable controllers, populated with appropriate input/output modules, were selected as the local controllers. These controllers will be interfaced to the facility-wide control system via VME systems with PowerPC processors running the Wind River VxWorks operating system and Experimental Physics and Industrial Control System (EPICS) front-end controller software. This paper describes the interface and integration issues driven by project, cooling system and vacuum system requirements and hardware selections.",2001-11-08T23:08:10Z,2001-11-08T23:08:10Z,http://arxiv.org/abs/physics/0111045v1,http://arxiv.org/pdf/physics/0111045v1,physics.ins-det
Dead-beat model predictive control for discrete-time linear systems,Bing Zhu,"In this paper, model predictive control (MPC) strategies are proposed for dead-beat control of linear systems with and without state and control constraints. In unconstrained MPC, deadbeat performance can be guaranteed by setting the control horizon to the system dimension, and adding an terminal equality constraint. It is proved that the unconstrained deadbeat MPC is equivalent to linear deadbeat control. The proposed constrained deadbeat MPC is designed by setting the control horizon equal to the system dimension and penalizing only the terminal cost. The recursive feasibility and deadbeat performance are proved theoretically.",2022-08-30T16:32:35Z,2022-08-30T16:32:35Z,http://arxiv.org/abs/2208.14372v1,http://arxiv.org/pdf/2208.14372v1,"math.OC, cs.SY, eess.SY"
Controllability of impulse controlled systems of heat equations coupled   by constant matrices,"Shulin Qin, Gengsheng Wang","This paper studies the approximate and null controllability for impulse controlled systems of heat equations coupled by a pair (A,B) of constant matrices. We present a necessary and sufficient condition for the approximate controllability, which is exactly Kalman's controllability rank condition of (A,B). We prove that when such a system is approximately controllable, the approximate controllability over an interval [0,T] can be realized by adding controls at arbitrary n different control instants 0<\tau_1<\tau_2<\cdots<\tau_n<T, provided that \tau_n-\tau_1<d_A, where d_A=\min\{\pi/|Im \lambda| : \lambda\in \sigma(A)\}. We also show that in general, such systems are not null controllable.",2017-01-20T08:02:00Z,2017-01-20T08:02:00Z,http://arxiv.org/abs/1701.05717v1,http://arxiv.org/pdf/1701.05717v1,math.OC
Quantum control theory and applications: A survey,"Daoyi Dong, Ian R Petersen","This paper presents a survey on quantum control theory and applications from a control systems perspective. Some of the basic concepts and main developments (including open-loop control and closed-loop control) in quantum control theory are reviewed. In the area of open-loop quantum control, the paper surveys the notion of controllability for quantum systems and presents several control design strategies including optimal control, Lyapunov-based methodologies, variable structure control and quantum incoherent control. In the area of closed-loop quantum control, the paper reviews closed-loop learning control and several important issues related to quantum feedback control including quantum filtering, feedback stabilization, LQG control and robust quantum control.",2009-10-13T09:56:16Z,2011-01-10T00:09:56Z,http://arxiv.org/abs/0910.2350v3,http://arxiv.org/pdf/0910.2350v3,"quant-ph, cs.SY, math-ph, math.MP"
"Control Sets for Affine Systems, Spectral Properties and Projective   Spaces","Fritz Colonius, Alexandre J. Santana, Juliana Setti","For affine control systems with bounded control range the control sets, i.e., the maximal subsets of complete approximate controllability, are studied using spectral properties. For hyperbolic systems there is a unique control set with nonvoid interior and it is bounded. For nonhyperbolic systems, these control sets are unbounded. In an appropriate compactification of the state space there is a unique chain control set and the relations to the homogenous part of the control system are worked out.",2022-01-13T14:57:44Z,2022-07-29T07:39:48Z,http://arxiv.org/abs/2201.05014v2,http://arxiv.org/pdf/2201.05014v2,"math.OC, 93B05, 34H05"
Cyber-Secure Teleoperation With Encrypted Four-Channel Bilateral Control,"Haruki Takanashi, Akane Kosugi, Kaoru Teranishi, Toru Mizuya, Kenichi Abe, Kiminao Kogiso","This study developed an encrypted four-channel bilateral control system that enables posture synchronization and force feedback for leader and follower robot arms. The encrypted bilateral control system communicates encrypted signals and operates with encrypted control parameters using homomorphic encryption. We created two-axis robot arms and identified them to obtain a nonlinear model consisting of a linear system and a nonlinear disturbance. Disturbance and reaction-force observers and a proportional-derivative controller were designed to construct a networked robot-manipulation system. The controllers in the constructed bilateral control system were securely implemented on dedicated computers using a controller encryption technique. The experimental results demonstrate that the developed bilateral control system can facilitate encrypted communication and controller, synchronize the posture, and feed the reaction force back. Through experimental validation, the encrypted four-channel bilateral control system enables the inheritance of control performance from the original (unencrypted) bilateral control system.",2023-02-27T12:17:03Z,2023-02-27T12:17:03Z,http://arxiv.org/abs/2302.13709v1,http://arxiv.org/pdf/2302.13709v1,"eess.SY, cs.SY"
Combining Robust Control and Machine Learning for Uncertain Nonlinear   Systems Subject to Persistent Disturbances,"A. Banderchuk, D. Coutinho, E. Camponogara","This paper proposes a control strategy consisting of a robust controller and an Echo State Network (ESN) based control law for stabilizing a class of uncertain nonlinear discrete-time systems subject to persistent disturbances. Firstly, the robust controller is designed to ensure that the closed-loop system is Input-to-State Stable (ISS) with a guaranteed stability region regardless of the ESN control action and exogenous disturbances. Then, the ESN based controller is trained in order to mitigate the effects of disturbances on the system output. A numerical example demonstrates the potentials of the proposed control design method.",2023-03-21T14:34:17Z,2024-10-29T18:51:19Z,http://arxiv.org/abs/2303.11890v2,http://arxiv.org/pdf/2303.11890v2,"eess.SY, cs.SY"
Greedy Synthesis of Event- and Self-Triggered Controls with Control   Lyapunov-Barrier Function,Masako Kishida,"This paper addresses the co-design problem of control inputs and execution decisions for event- and self-triggered controls subject to constraints given by the control Lyapunov function and control barrier function. The proposed approach computes the control input in a way that allows for longer inter-execution intervals, which distinguishes it from many existing event- and self-triggered controllers or control Lyapunov-barrier function controllers. The proposed approach guarantees lower bounds on the minimum inter-execution times. The effectiveness of the proposed approach is demonstrated and compared with existing approaches using a numerical example.",2023-02-24T03:38:30Z,2023-02-24T03:38:30Z,http://arxiv.org/abs/2302.12435v1,http://arxiv.org/pdf/2302.12435v1,"eess.SY, cs.RO, cs.SY, math.DS"
The control set of a linear control system on the two dimensional   solvable Lie group,"Victor Ayala, Adriano Da Silva",In this paper we explicitly calculate the control sets associated with a linear control system on the two dimensional solvable Lie group. We show that a linear control system of such kind admits exactly one control set or infinite control sets depending on some algebraic conditions.,2018-11-09T17:33:23Z,2018-11-09T17:33:23Z,http://arxiv.org/abs/1811.04031v1,http://arxiv.org/pdf/1811.04031v1,math.OC
Perturbations of controlled systems,"Michel Duprez, Guillaume Olive","Using a compactness-uniqueness approach, we show that the Fattorini criterion implies the exact controllability of general compactly perturbed controlled linear systems. We then apply this perturbation result to obtain new controllability results for systems governed by partial differential equations. Notably, we combine it with the fictitious control method to establish the exact controllability of a cascade system of coupled wave equations by a reduced number of controls and with the same control time as the one for a single wave equation. We also combine this perturbation result with transmutation techniques to prove the null controllability in arbitrarily small time of a one-dimensional non diagonalizable system of coupled heat equations with as many controls as equations.",2017-01-23T17:39:04Z,2017-01-23T17:39:04Z,http://arxiv.org/abs/1701.06519v1,http://arxiv.org/pdf/1701.06519v1,"math.OC, 93B05"
Structure and Optimization of Parameters for Neural Network Controllers   in Automatic Control Systems,"Sergey Feofilov, Dmitry Khapkin, Andrey Kozyr, Eduard Heiss, Andrey Efromeev","The article outlines the methodology of structural and parametric synthesis of neural network controllers for controlling objects with limiters under incomplete information about the controlled object. Artificial neural networks are used to create controllers that are sequentially integrated into a control system with control objects. Reinforcement learning and pre-building a neural network imitator of the control object are used to synthesize the neural network controller. This approach is particularly effective when classical control system synthesis methods are not applicable due to significant nonlinearity and the difficulty in forming a mathematical model of the control object with the required accuracy. The proposed methods expand the class of technical systems for which direct synthesis of near-optimal control laws is possible. The robustness, adaptability and technical feasibility of neural network controllers make them interesting for practical applications. The main attention in the article is paid to the choice of neural network structure in the imitator and controller, formation of training samples taking into account the limitations of the control object.",2023-12-27T10:38:40Z,2023-12-27T10:38:40Z,http://arxiv.org/abs/2312.16510v1,http://arxiv.org/pdf/2312.16510v1,"cs.RO, cs.SY, eess.SY, 68T05 (Primary) 93C10, 68T07 (Secondary), I.2.8; I.2.9"
Neural Koopman Lyapunov Control,"Vrushabh Zinage, Efstathios Bakolas","Learning and synthesizing stabilizing controllers for unknown nonlinear control systems is a challenging problem for real-world and industrial applications. Koopman operator theory allows one to analyze nonlinear systems through the lens of linear systems and nonlinear control systems through the lens of bilinear control systems. The key idea of these methods lies in the transformation of the coordinates of the nonlinear system into the Koopman observables, which are coordinates that allow the representation of the original system (control system) as a higher dimensional linear (bilinear control) system. However, for nonlinear control systems, the bilinear control model obtained by applying Koopman operator based learning methods is not necessarily stabilizable. Simultaneous identification of stabilizable lifted bilinear control systems as well as the associated Koopman observables is still an open problem. In this paper, we propose a framework to construct these stabilizable bilinear models and identify its associated observables from data by simultaneously learning a bilinear Koopman embedding for the underlying unknown control affine nonlinear system as well as a Control Lyapunov Function (CLF) for the Koopman based bilinear model using a learner and falsifier. Our proposed approach thereby provides provable guarantees of asymptotic stability for the Koopman based representation of the unknown control affine nonlinear control system as a bilinear system. Numerical simulations are provided to validate the efficacy of our proposed class of stabilizing feedback controllers for unknown control-affine nonlinear systems.",2022-01-13T17:38:09Z,2022-05-23T02:14:44Z,http://arxiv.org/abs/2201.05098v2,http://arxiv.org/pdf/2201.05098v2,"eess.SY, cs.LG, cs.NE, cs.RO, cs.SY"
Strong chain control sets and affine control systems,"Fritz Colonius, Alexandre J. Santana","For control-affine systems on non-compact manifolds, the notion of strong chain control sets is introduced and related to the strong chain transitivity of the associated control flows. Affine control systems on R^n are embedded into bilinear control systems in an extended state space and it is shown that they are topologically conjugate to the induced system on the northern hemisphere of the Poincar\'e sphere. This preserves strong chain control sets. Further chain controllability properties on spheres are analyzed",2024-07-26T14:23:42Z,2024-07-26T14:23:42Z,http://arxiv.org/abs/2407.18765v1,http://arxiv.org/pdf/2407.18765v1,"math.OC, math.DS, 93B05, 37B20"
A Control-Recoverable Added-Noise-based Privacy Scheme for LQ Control in   Networked Control Systems,"Xuening Tang, Xianghui Cao, Wei Xing Zheng","As networked control systems continue to evolve, ensuring the privacy of sensitive data becomes an increasingly pressing concern, especially in situations where the controller is physically separated from the plant. In this paper, we propose a secure control scheme for computing linear quadratic control in a networked control system utilizing two networked controllers, a privacy encoder and a control restorer. Specifically, the encoder generates two state signals blurred with random noise and sends them to the controllers, while the restorer reconstructs the correct control signal. The proposed design effectively preserves the privacy of the control system's state without sacrificing the control performance. We theoretically quantify the privacy-preserving performance in terms of the state estimation error of the controllers and the disclosure probability. Moreover, we extend the proposed privacy-preserving scheme and evaluation method to cases where collusion between two controllers occurs. Finally, we verify the validity of our proposed scheme through simulations.",2024-03-20T07:10:22Z,2024-10-20T06:18:17Z,http://arxiv.org/abs/2403.13346v3,http://arxiv.org/pdf/2403.13346v3,"eess.SY, cs.SY"
Multi Methods of Matrix Analysis Use for Control and Optimization system   in Control Engineering,Si Kheang Moeurn,"Matrix analysis plays a crucial role in the field of control engineering, providing a powerful mathematical framework for the analysis and design of control systems. This research report explores various applications of matrix analysis in control engineering, focusing on its contributions to system modeling, stability analysis, controllablity, observability, and optimization. The report also discusses specific examples and case studies to illustrate the practical significance of matrix analysis in addressing real-world control engineering challenges Analyze controllability. Informally, a system is controllable if we can construct a set of inputs that will drive the system to any given state. Analyze observability. Informally, observability means that by controlling the inputs and watching the outputs of a system we can determine what the states were. Optimal Control is a control method that aims to find the optimal control input to achieve the best performance of the system under certain constraints. This performance index can be the system output, energy consumption, time, etc.",2024-03-21T08:01:31Z,2024-03-21T08:01:31Z,http://arxiv.org/abs/2403.14209v1,http://arxiv.org/pdf/2403.14209v1,"math.OC, cs.SY, eess.SY"
Model-free control of non-minimum phase systems and switched systems,Loïc Michel,This brief presents a simple derivation of the standard model-free control for the non-minimum phase systems. The robustness of the proposed method is studied in simulation considering the case of switched systems.,2011-06-09T02:32:40Z,2011-06-09T02:32:40Z,http://arxiv.org/abs/1106.1697v1,http://arxiv.org/pdf/1106.1697v1,"math.OC, cs.SY"
Controllability of Linear Systems on Generalized Heisenberg Groups,"Mouhamadou Dath, Philippe Jouan","This paper is devoted to the study of controllability of linear systems on generalized Heisenberg groups. Some general necessary controllability conditions and some sufficient ones are provided. We introduce the notion of decoupled systems, and more precise controllability criteria are stated for them.",2015-10-14T18:19:44Z,2015-10-14T18:19:44Z,http://arxiv.org/abs/1510.04224v1,http://arxiv.org/pdf/1510.04224v1,math.OC
Receding Hamiltonian-Informed Optimal Neural Control and State   Estimation for Closed-Loop Dynamical Systems,"Josue N. Rivera, Dengfeng Sun","This paper formalizes Hamiltonian-Informed Optimal Neural (Hion) controllers, a novel class of neural network-based controllers for dynamical systems and explicit non-linear model predictive control. Hion controllers estimate future states and compute optimal control inputs using Pontryagin's Maximum Principle. The proposed framework allows for customization of transient behavior, addressing limitations of existing methods. The Taylored Multi-Faceted Approach for Neural ODE and Optimal Control (T-mano) architecture facilitates training and ensures accurate state estimation. Optimal control strategies are demonstrated for both linear and non-linear dynamical systems.",2024-11-02T16:06:29Z,2024-11-09T18:19:03Z,http://arxiv.org/abs/2411.01297v2,http://arxiv.org/pdf/2411.01297v2,"eess.SY, cs.LG, cs.RO, cs.SY"
Data-driven control of input-affine systems: the role of the signature   transform,"Anna Scampicchio, Melanie N. Zeilinger","One of the most challenging tasks in control theory is arguably the design of a regulator for nonlinear systems when the dynamics are unknown. To tackle it, a popular strategy relies on finding a direct map between system responses and the controller, and the key ingredient is a predictor for system outputs trained on past trajectories. Focusing on continuous-time, input-affine systems, we show that the so-called signature transform provides rigorous and practically effective features to represent and predict system trajectories. Building upon such a tool, we propose a novel signature-based control strategy that is promising in view of data-driven predictive control.",2024-09-09T14:58:23Z,2024-09-09T14:58:23Z,http://arxiv.org/abs/2409.05685v1,http://arxiv.org/pdf/2409.05685v1,"eess.SY, cs.SY"
Accelerate Reinforcement Learning with PID Controllers in the Pendulum   Simulations,Liping Bai,We propose a Proportional Integral Derivative (PID) controller-based coaching scheme to expedite reinforcement learning (RL).,2022-10-03T08:59:12Z,2022-10-03T08:59:12Z,http://arxiv.org/abs/2210.00770v1,http://arxiv.org/pdf/2210.00770v1,"eess.SY, cs.LG, cs.SY"
Instabilizability Conditions for Continuous-Time Stochastic Systems   Under Control Input Constraints,"Ahmet Cetinkaya, Masako Kishida","In this paper, we investigate constrained control of continuous-time linear stochastic systems. We show that for certain system parameter settings, constrained control policies can never achieve stabilization. Specifically, we explore a class of control policies that are constrained to have a bounded average second moment for Ito-type stochastic differential equations with additive and multiplicative noise. We prove that in certain settings of the system parameters and the bounding constant of the control constraint, divergence of the second moment of the system state is inevitable regardless of the initial state value and regardless of how the control policy is designed.",2021-07-21T05:30:07Z,2021-08-14T13:05:43Z,http://arxiv.org/abs/2107.09882v2,http://arxiv.org/pdf/2107.09882v2,"eess.SY, cs.SY, math.OC"
Verifying a Cruise Control System using Simulink and SpaceEx,Nikolaos Kekatos,"This article aims to provide a simple step-by-step guide highlighting the steps needed to verify a control system with formal verification tools. Starting from a description of the physical system and a control objective in natural language, we design the plant and the controller, we use Simulink for simulation and we employ a reachability analysis tool, SpaceEx, for formal verification.",2020-12-31T22:46:23Z,2020-12-31T22:46:23Z,http://arxiv.org/abs/2101.00102v1,http://arxiv.org/pdf/2101.00102v1,"cs.LO, cs.SY, eess.SY"
Converse Lyapunov theorems for control systems with unbounded controls,"Anna Chiara Lai, Monica Motta","In this paper, we extend well-known relationships between global asymptotic controllability, sample stabilizability, and the existence of a control Lyapunov function to a wide class of control systems with unbounded controls, which includes control-polynomial systems. In particular, we consider open loop controls and discontinuous stabilizing feedbacks, which may be unbounded approaching the target, so that the corresponding trajectories may present a chattering behavior. A key point of our results is to prove that global asymptotic controllability, sample stabilizability, and existence of a control Lyapunov function for these systems or for an {\em impulsive extension} of them are equivalent.",2021-09-09T09:24:48Z,2021-09-09T09:24:48Z,http://arxiv.org/abs/2109.04126v1,http://arxiv.org/pdf/2109.04126v1,"math.OC, 93B05, 93D15, 93D20, 93C10, 93C27"
Controllability transition and nonlocality in network control,"Jie Sun, Adilson E. Motter","A common goal in the control of a large network is to minimize the number of driver nodes or control inputs. Yet, the physical determination of control signals and the properties of the resulting control trajectories remain widely under-explored. Here we show that: (i) numerical control fails in practice even for linear systems if the controllability Gramian is ill-conditioned, which occurs frequently even when existing controllability criteria are satisfied unambiguously; (ii) the control trajectories are generally nonlocal in the phase space, and their lengths are strongly anti-correlated with the numerical success rate and number of control inputs; (iii) numerical success rate increases abruptly from zero to nearly one as the number of control inputs is increased, a transformation we term numerical controllability transition. This reveals a trade-off between nonlocality of the control trajectory in the phase space and nonlocality of the control inputs in the network itself. The failure of numerical control cannot be overcome in general by merely increasing numerical precision---successful control requires instead increasing the number of control inputs beyond the numerical controllability transition.",2013-05-24T20:03:07Z,2013-05-24T20:03:07Z,http://arxiv.org/abs/1305.5848v1,http://arxiv.org/pdf/1305.5848v1,"cond-mat.dis-nn, math.OC, nlin.AO"
Data-Driven Subsynchronous Oscillation Suppression for Renewable Energy   Integrated Power Systems Based on Koopman Operator,"Zihan Wang, Ziyang Huang, Xiaonan Zhang, Gengyin Li, Le Zheng","Recently, subsynchronous oscillations (SSOs) have emerged frequently worldwide, with the high penetration of renewable power generation in modern power systems. The SSO introduced by renewables has become a prominent new stability problem, seriously threatening the stable operation of systems. This paper proposes a data-driven dynamic optimal controller for renewable energy integrated power systems, to suppress SSOs with the control of renewables. The challenges of the controller design are the nonlinearity, complexity and hard accessibility of the system models. Using Koopman operator, the system dynamics are accurately extracted from data and utilized to the linear model predictive control (MPC). Firstly, the globally linear representation of the system dynamics is obtained by lifting, and the key states are selected as control signals by analyzing Koopman participation factors. Subsequently, augmented with the control term, the Koopman linear parameter-varying predictor of the controlled system is constructed. Finally, using MPC, the proposed controller computes control signals online in a moving horizon fashion. Case studies show that the proposed controller is effective, adaptive and robust in various conditions, surpassing other controllers with reliable control performance.",2024-07-02T10:14:57Z,2024-07-02T10:14:57Z,http://arxiv.org/abs/2407.02124v1,http://arxiv.org/pdf/2407.02124v1,"eess.SY, cs.SY"
