title,authors,summary,published,updated,link,pdf_url,categories
Design an Advance computer-aided tool for Image Authentication and   Classification,"Rozita Teymourzadeh, Amirize Alpha Laadi, Yazan Samir, Masuri Othman","Over the years, advancements in the fields of digital image processing and artificial intelligence have been applied in solving many real-life problems. This could be seen in facial image recognition for security systems, identity registrations. Hence a bottleneck of identity registration is image processing. These are carried out in form of image preprocessing, image region extraction by cropping, feature extraction using Principal Component Analysis (PCA) and image compression using Discrete Cosine Transform (DCT). Other processing includes filtering and histogram equalization using contrast stretching is performed while enhancing the image as part of the analytical tool. Hence, this research work presents a universal integration image forgery detection analysis tool with image facial recognition using Back Propagation Neural Network (BPNN) processor. The proposed designed tool is a multi-function smart tool with the novel architecture of programmable error goal and light intensity. Furthermore, its advance dual database increases the efficiency of a high-performance application. With the fact that, the facial image recognition will always, give a matching output or closest possible output image for every input image irrespective of the authenticity, the universal smart GUI tool is proposed and designed to perform image forgery detection with the high accuracy of 2% error rate. Meanwhile, a novel structure that provides efficient automatic image forgery detection for all input test images for the BPNN recognition is presented. Hence, an input image will be authenticated before being fed into the recognition tool.",2018-06-16T21:56:13Z,2018-06-16T21:56:13Z,http://arxiv.org/abs/1808.02085v1,http://arxiv.org/pdf/1808.02085v1,eess.SP
The First Airborne Experiment of Sparse Microwave Imaging: Prototype   System Design and Result Analysis,"Zhe Zhang, Bingchen Zhang, Chenglong Jiang, Xingdong Liang, Longyong Chen, Wen Hong, Yirong Wu","In this paper we report the first airborne experiments of sparse microwave imaging, conducted in September 2013 and May 2014, using our prototype sparse microwave imaging radar system. This is the first reported imaging radar system and airborne experiment that specially designed for sparse microwave imaging. Sparse microwave imaging is a novel concept of radar imaging, it is mainly the combination of traditional radar imaging technology and newly developed sparse signal processing theory, achieving benefits in both improving the imaging quality of current microwave imaging systems and designing optimized sparse microwave imaging radar system to reduce system sampling rate towards the sparse target scenes. During recent years, many researchers focus on related topics of sparse microwave imaging, but rarely few paid attention to prototype system design and experiment. We introduce our prototype sparse microwave imaging radar system, including its system design, hardware considerations and signal processing methods. Several design principles should be considered during the system designing, including the sampling scheme, antenna, SNR, waveform, resolution, etc. We select jittered sampling in azimuth and uniform sampling in range to balance the system complexity and performance. The imaging algorithm is accelerated $\ell_q$ regularization algorithm. To test the prototype radar system and verify the effectiveness of sparse microwave imaging framework, airborne experiments are carried out using our prototype system and we achieve the first sparse microwave image successfully. We analyze the imaging performance of prototype sparse microwave radar system with different sparsities, sampling rates, SNRs and sampling schemes, using three-dimensional phase transit diagram as the evaluation tool.",2021-10-20T17:32:36Z,2021-10-20T17:32:36Z,http://arxiv.org/abs/2110.10675v1,http://arxiv.org/pdf/2110.10675v1,eess.SP
Revisiting registration-based synthesis: A focus on unsupervised MR   image synthesis,"Savannah P. Hays, Lianrui Zuo, Yihao Liu, Anqi Feng, Jiachen Zhuo, Jerry L. Prince, Aaron Carass","Deep learning (DL) has led to significant improvements in medical image synthesis, enabling advanced image-to-image translation to generate synthetic images. However, DL methods face challenges such as domain shift and high demands for training data, limiting their generalizability and applicability. Historically, image synthesis was also carried out using deformable image registration (DIR), a method that warps moving images of a desired modality to match the anatomy of a fixed image. However, concerns about its speed and accuracy led to its decline in popularity. With the recent advances of DL-based DIR, we now revisit and reinvigorate this line of research. In this paper, we propose a fast and accurate synthesis method based on DIR. We use the task of synthesizing a rare magnetic resonance (MR) sequence, white matter nulled (WMn) T1-weighted (T1-w) images, to demonstrate the potential of our approach. During training, our method learns a DIR model based on the widely available MPRAGE sequence, which is a cerebrospinal fluid nulled (CSFn) T1-w inversion recovery gradient echo pulse sequence. During testing, the trained DIR model is first applied to estimate the deformation between moving and fixed CSFn images. Subsequently, this estimated deformation is applied to align the paired WMn counterpart of the moving CSFn image, yielding a synthetic WMn image for the fixed CSFn image. Our experiments demonstrate promising results for unsupervised image synthesis using DIR. These findings highlight the potential of our technique in contexts where supervised synthesis methods are constrained by limited training data.",2024-02-19T17:00:54Z,2024-02-19T17:00:54Z,http://arxiv.org/abs/2402.12288v1,http://arxiv.org/pdf/2402.12288v1,eess.IV
Image Registration with Averaging Network and Edge-Based Loss for   Low-SNR Cardiac MRI,"Xuan Lei, Philip Schniter, Chong Chen, Rizwan Ahmad","Purpose: To perform image registration and averaging of multiple free-breathing single-shot cardiac images, where the individual images may have a low signal-to-noise ratio (SNR).   Methods: To address low SNR encountered in single-shot imaging, especially at low field strengths, we propose a fast deep learning (DL)-based image registration method, called Averaging Morph with Edge Detection (AiM-ED). AiM-ED jointly registers multiple noisy source images to a noisy target image and utilizes a noise-robust pre-trained edge detector to define the training loss. We validate AiM-ED using synthetic late gadolinium enhanced (LGE) imaging data from the MR extended cardiac-torso (MRXCAT) phantom and retrospectively undersampled single-shot data from healthy subjects (24 slices) and patients (5 slices) under various levels of added noise. Additionally, we demonstrate the clinical feasibility of AiM-ED by applying it to prospectively undersampled data from patients (6 slices) scanned at a 0.55T scanner.   Results: Compared to a traditional energy-minimization-based image registration method and DL-based VoxelMorph, images registered using AiM-ED exhibit higher values of recovery SNR and three perceptual image quality metrics. An ablation study shows the benefit of both jointly processing multiple source images and using an edge map in AiM-ED.   Conclusion: For single-shot LGE imaging, AiM-ED outperforms existing image registration methods in terms of image quality. With fast inference, minimal training data requirements, and robust performance at various noise levels, AiM-ED has the potential to benefit single-shot CMR applications.",2024-09-04T00:28:03Z,2024-09-04T00:28:03Z,http://arxiv.org/abs/2409.02348v1,http://arxiv.org/pdf/2409.02348v1,eess.IV
Quality Prediction on Deep Generative Images,"Hyunsuk Ko, Dae Yeol Lee, Seunghyun Cho, Alan C. Bovik","In recent years, deep neural networks have been utilized in a wide variety of applications including image generation. In particular, generative adversarial networks (GANs) are able to produce highly realistic pictures as part of tasks such as image compression. As with standard compression, it is desirable to be able to automatically assess the perceptual quality of generative images to monitor and control the encode process. However, existing image quality algorithms are ineffective on GAN generated content, especially on textured regions and at high compressions. Here we propose a new naturalness-based image quality predictor for generative images. Our new GAN picture quality predictor is built using a multi-stage parallel boosting system based on structural similarity features and measurements of statistical similarity. To enable model development and testing, we also constructed a subjective GAN image quality database containing (distorted) GAN images and collected human opinions of them. Our experimental results indicate that our proposed GAN IQA model delivers superior quality predictions on the generative image datasets, as well as on traditional image quality datasets.",2020-04-17T13:50:04Z,2020-04-17T13:50:04Z,http://arxiv.org/abs/2004.08245v1,http://arxiv.org/pdf/2004.08245v1,eess.IV
Varifocal Multiview Images: Capturing and Visual Tasks,"Kejun Wu, Qiong Liu, Guoan Li, Gangyi Jiang, You Yang","Multiview images have flexible field of view (FoV) but inflexible depth of field (DoF). To overcome the limitation of multiview images on visual tasks, in this paper, we present varifocal multiview (VFMV) images with flexible DoF. VFMV images are captured by focusing a scene on distinct depths by varying focal planes, and each view only focused on one single plane.Therefore, VFMV images contain more information in focal dimension than multiview images, and can provide a rich representation for 3D scene by considering both FoV and DoF. The characteristics of VFMV images are useful for visual tasks to achieve high quality scene representation. Two experiments are conducted to validate the advantages of VFMV images in 4D light field feature detection and 3D reconstruction. Experiment results show that VFMV images can detect more light field features and achieve higher reconstruction quality due to informative focus cues. This work demonstrates that VFMV images have definite advantages over multiview images in visual tasks.",2021-11-19T08:50:18Z,2021-11-19T08:50:18Z,http://arxiv.org/abs/2111.10099v1,http://arxiv.org/pdf/2111.10099v1,eess.IV
Optimal Physical Preprocessing for Example-Based Super-Resolution,"Alexander Robey, Vidya Ganapati","In example-based super-resolution, the function relating low-resolution images to their high-resolution counterparts is learned from a given dataset. This data-driven approach to solving the inverse problem of increasing image resolution has been implemented with deep learning algorithms. In this work, we explore modifying the imaging hardware in order to collect more informative low-resolution images for better ultimate high-resolution image reconstruction. We show that this ""physical preprocessing"" allows for improved image reconstruction with deep learning in Fourier ptychographic microscopy.   Fourier ptychographic microscopy is a technique allowing for both high resolution and high field-of-view at the cost of temporal resolution. In Fourier ptychographic microscopy, variable illumination patterns are used to collect multiple low-resolution images. These low-resolution images are then computationally combined to create an image with resolution exceeding that of any single image from the microscope. We use deep learning to jointly optimize the illumination pattern with the post-processing reconstruction algorithm for a given sample type, allowing for single-shot imaging with both high resolution and high field-of-view. We demonstrate, with simulated data, that the joint optimization yields improved image reconstruction as compared with sole optimization of the post-processing reconstruction algorithm.",2018-07-12T20:49:23Z,2018-07-12T20:49:23Z,http://arxiv.org/abs/1807.04813v1,http://arxiv.org/pdf/1807.04813v1,eess.IV
Unpaired Image Denoising,"Priyatham Kattakinda, A. N. Rajagopalan","Deep learning approaches in image processing predominantly resort to supervised learning. A majority of methods for image denoising are no exception to this rule and hence demand pairs of noisy and corresponding clean images. Only recently has there been the emergence of methods such as Noise2Void, where a deep neural network learns to denoise solely from noisy images. However, when clean images that do not directly correspond to any of the noisy images are actually available, there is room for improvement as these clean images contain useful information that fully unsupervised methods do not exploit. In this paper, we propose a method for image denoising in this setting. First, we use a flow-based generative model to learn a prior from clean images. We then use it to train a denoising network without the need for any clean targets. We demonstrate the efficacy of our method through extensive experiments and comparisons.",2020-09-24T07:47:17Z,2020-09-24T07:47:17Z,http://arxiv.org/abs/2009.11532v1,http://arxiv.org/pdf/2009.11532v1,eess.IV
Nonlocal Co-occurrence for Image Downscaling,"Sanjay Ghosh, Arpan Garai","Image downscaling is one of the widely used operations in image processing and computer graphics. It was recently demonstrated in the literature that kernel-based convolutional filters could be modified to develop efficient image downscaling algorithms. In this work, we present a new downscaling technique which is based on kernel-based image filtering concept. We propose to use pairwise co-occurrence similarity of the pixelpairs as the range kernel similarity in the filtering operation. The co-occurrence of the pixel-pair is learned directly from the input image. This co-occurrence learning is performed in a neighborhood based fashion all over the image. The proposed method can preserve the high-frequency structures, which were present in the input image, into the downscaled image. The idea is further extended to the case of fractions factor of downscaling. The resulting images retain visually-important details and do not suffer from edge-blurring artifact. We demonstrate the effectiveness of our proposed approach with extensive experiments on a large number of images downscaled with various downscaling factors.",2020-12-22T06:57:55Z,2023-01-14T08:38:12Z,http://arxiv.org/abs/2012.11858v3,http://arxiv.org/pdf/2012.11858v3,eess.IV
Hyperspectral image reconstruction by deep learning with super-Rayleigh   speckles,"Ziyan Chen, Zhentao Liu, Jianrong Wu, Shensheng Han","Ghost imaging via sparsity constraints (GISC) spectral camera modulates the three-dimensional (3D) hyperspectral image into a two-dimensional (2D) compressive image with speckles in a single shot. It obtains a 3D hyperspectral image (HSI) by reconstruction algorithms. The rapid development of deep learning has provided a new method for 3D HSI reconstruction. Moreover, the imaging performance of the GISC spectral camera can be improved by optimizing the speckle modulation. In this paper, we propose an end-to-end GISCnet with super-Rayleigh speckle modulation to improve the imaging quality of the GISC spectral camera. The structure of GISCnet is very simple but effective, and we can easily adjust the network structure parameters to improve the image reconstruction quality. Relative to Rayleigh speckles, our super-Rayleigh speckles modulation exhibits a wealth of detail in reconstructing 3D HSIs. After evaluating 648 3D HSIs, it was found that the average peak signal-to-noise ratio increased from 27 dB to 31 dB. Overall, the proposed GISCnet with super-Rayleigh speckle modulation can effectively improve the imaging quality of the GISC spectral camera by taking advantage of both optimized super-Rayleigh modulation and deep-learning image reconstruction, inspiring joint optimization of light-field modulation and image reconstruction to improve ghost imaging performance.",2025-02-26T03:18:42Z,2025-02-26T03:18:42Z,http://arxiv.org/abs/2502.18777v1,http://arxiv.org/pdf/2502.18777v1,eess.IV
Implementation Of Image Analysis Techniques For Various Textile   Identification,"Andrian Wijayono, Valentinus Galih Vidia Putra","Computer image analysis techniques used to identify textile products are presented in this chapter, together with a brief review of the historical development of the method. Automatic and semi-automatic image correction methods are described, which are often used for identification of textile yarn products, and can also be used to identify various textile indentification.   Keywords: digital image acquirement, image modeling, image quality improvement, image correction methods, median filtration, Laplace filter, threshold function, autocorrelation, Fourier transform, erosion, dilatation, digitalisation algorithm",2018-09-28T18:50:25Z,2018-09-28T18:50:25Z,http://arxiv.org/abs/1810.06423v1,http://arxiv.org/pdf/1810.06423v1,eess.IV
Multi-scale PIIFD for Registration of Multi-source Remote Sensing Images,"Chenzhong Gao, Wei Li","This paper aims at providing multi-source remote sensing images registered in geometric space for image fusion. Focusing on the characteristics and differences of multi-source remote sensing images, a feature-based registration algorithm is implemented. The key technologies include image scale-space for implementing multi-scale properties, Harris corner detection for keypoints extraction, and partial intensity invariant feature descriptor (PIIFD) for keypoints description. Eventually, a multi-scale Harris-PIIFD image registration algorithm framework is proposed. The experimental results of four sets of representative real data show that the algorithm has excellent, stable performance in multi-source remote sensing image registration, and can achieve accurate spatial alignment, which has strong practical application value and certain generalization ability.",2021-04-26T13:44:48Z,2021-04-26T13:44:48Z,http://arxiv.org/abs/2104.12572v1,http://arxiv.org/pdf/2104.12572v1,eess.IV
Artificial Intelligence-Based Image Enhancement in PET Imaging: Noise   Reduction and Resolution Enhancement,"Juan Liu, Masoud Malekzadeh, Niloufar Mirian, Tzu-An Song, Chi Liu, Joyita Dutta","High noise and low spatial resolution are two key confounding factors that limit the qualitative and quantitative accuracy of PET images. AI models for image denoising and deblurring are becoming increasingly popular for post-reconstruction enhancement of PET images. We present here a detailed review of recent efforts for AI-based PET image enhancement with a focus on network architectures, data types, loss functions, and evaluation metrics. We also highlight emerging areas in this field that are quickly gaining popularity, identify barriers to large-scale adoption of AI models for PET image enhancement, and discuss future directions.",2021-07-28T18:53:44Z,2021-07-28T18:53:44Z,http://arxiv.org/abs/2107.13595v1,http://arxiv.org/pdf/2107.13595v1,eess.IV
Hue Correction Scheme for Multi-Exposure Image Fusion Considering Hue   Distortion in Input Images,"Kouki Seo, Chihiro Go, Yuma Kinoshita, Hitoshi Kiya","We propose a novel hue-correction scheme for multi-exposure image fusion (MEF). Various MEF methods have so far been studied to generate higher-quality images. However, there are few MEF methods considering hue distortion unlike other fields of image processing, due to a lack of a reference image that has correct hue. In the proposed scheme, we generate an HDR image as a reference for hue correction, from input multi-exposure images. After that, hue distortion in an image fused by an MEF method is removed by using hue information of the HDR one, on the basis of the constant-hue plane in the RGB color space. In simulations, the proposed scheme is demonstrated to be effective to correct hue-distortion caused by conventional MEF methods. Experimental results also show that the proposed scheme can generate high-quality images, regardless of exposure conditions of input multi-exposure images.",2020-05-05T19:50:01Z,2020-05-05T19:50:01Z,http://arxiv.org/abs/2005.02451v1,http://arxiv.org/pdf/2005.02451v1,eess.IV
Image Denoising Inspired by Quantum Many-Body physics,"Sayantan Dutta, Adrian Basarab, Bertrand Georgeot, Denis Kouamé","Decomposing an image through Fourier, DCT or wavelet transforms is still a common approach in digital image processing, in number of applications such as denoising. In this context, data-driven dictionaries and in particular exploiting the redundancy withing patches extracted from one or several images allowed important improvements. This paper proposes an original idea of constructing such an image-dependent basis inspired by the principles of quantum many-body physics. The similarity between two image patches is introduced in the formalism through a term akin to interaction terms in quantum mechanics. The main contribution of the paper is thus to introduce this original way of exploiting quantum many-body ideas in image processing, which opens interesting perspectives in image denoising. The potential of the proposed adaptive decomposition is illustrated through image denoising in presence of additive white Gaussian noise, but the method can be used for other types of noise such as image-dependent noise as well. Finally, the results show that our method achieves comparable or slightly better results than existing approaches.",2021-08-31T12:04:11Z,2021-08-31T12:04:11Z,http://arxiv.org/abs/2108.13778v1,http://arxiv.org/pdf/2108.13778v1,eess.IV
Frequency domain kurtosis-based no-reference image quality assessment   for bright-field microscopy images,"V. A. A. Catanante, O. M. Bruno, J. E. S. Batista Neto","In the last few years, image processing researchers spent a substantial amount of time and effort developing and perfecting image quality assessment algorithms. Bright-field microscopy, for example, produces images whose quality is a bottleneck for consistent evaluation. For instance, when a stack of images of a specimen is acquired in different focal plane configurations, there will be a set of blurred or partially blurred elements in it, impairing proper evaluation. This work aims to provide an image quality assessment metric, without the presence of a reference image for comparison, to detect the blurred and sharp images among the whole set of the stack, and elect the sharpest ones for a further fusion process. The correlation of the results with subjective labeling of the image sets showed that the proposed metric offers reliable identification of the eligible images for fusion and suggests the application in other real-world problems.",2020-03-25T17:40:39Z,2020-03-25T17:40:39Z,http://arxiv.org/abs/2003.11526v1,http://arxiv.org/pdf/2003.11526v1,eess.IV
An Operator Theory for Analyzing the Resolution of Multi-illumination   Imaging Modalities,"Ping Liu, Habib Ammari","By introducing a new operator theory, we provide a unified mathematical theory for general source resolution in the multi-illumination imaging problem. Our main idea is to transform multi-illumination imaging into single-snapshot imaging with a new imaging kernel that depends on both the illumination patterns and the point spread function of the imaging system. We thus prove that the resolution of multi-illumination imaging is approximately determined by the essential cutoff frequency of the new imaging kernel, which is roughly limited by the sum of the cutoff frequency of the point spread function and the maximum essential frequency in the illumination patterns.   Our theory provides a unified way to estimate the resolution of various existing super-resolution modalities and results in the same estimates as those obtained in experiments. In addition, based on the reformulation of the multi-illumination imaging problem, we also estimate the resolution limits for resolving both complex and positive sources by sparsity-based approaches. We show that the resolution of multi-illumination imaging is approximately determined by the new imaging kernel from our operator theory and better resolution can be realized by sparsity-promoting techniques in practice but only for resolving very sparse sources. This explains experimentally observed phenomena in some sparsity-based super-resolution modalities.",2023-02-02T11:53:34Z,2023-02-02T11:53:34Z,http://arxiv.org/abs/2302.01033v1,http://arxiv.org/pdf/2302.01033v1,eess.IV
Knowledge-driven deep learning for fast MR imaging: undersampled MR   image reconstruction from supervised to un-supervised learning,"Shanshan Wang, Ruoyou Wu, Sen Jia, Alou Diakite, Cheng Li, Qiegen Liu, Leslie Ying","Deep learning (DL) has emerged as a leading approach in accelerating MR imaging. It employs deep neural networks to extract knowledge from available datasets and then applies the trained networks to reconstruct accurate images from limited measurements. Unlike natural image restoration problems, MR imaging involves physics-based imaging processes, unique data properties, and diverse imaging tasks. This domain knowledge needs to be integrated with data-driven approaches. Our review will introduce the significant challenges faced by such knowledge-driven DL approaches in the context of fast MR imaging along with several notable solutions, which include learning neural networks and addressing different imaging application scenarios. The traits and trends of these techniques have also been given which have shifted from supervised learning to semi-supervised learning, and finally, to unsupervised learning methods. In addition, MR vendors' choices of DL reconstruction have been provided along with some discussions on open questions and future directions, which are critical for the reliable imaging systems.",2024-02-05T03:37:05Z,2024-02-05T03:37:05Z,http://arxiv.org/abs/2402.02704v1,http://arxiv.org/pdf/2402.02704v1,eess.IV
